region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Vermont,21272,2667.277979,2271.736165,4939.014144,54,46,57.03,-3.03,0,0.065359477124183,non_coal,non_mining
Derwent Valley,61066,609.5527116,1058.116802,1667.6695135999998,36.55,63.45,39.58,-3.03,0,0,non_coal,non_mining
Kingston Beach - Blackmans Bay,61023,2523.298776,3996.915591,6520.2143670000005,38.7,61.3,41.75,-3.05,0.0643915003219575,0.4078128353723975,non_coal,non_mining
Eltham,21209,6058.965879,7015.774821,13074.7407,46.34,53.66,49.4,-3.06,0,0.20822488287350338,non_coal,non_mining
Sale,21103,6396.312841,2433.335542,8829.648383,72.44,27.56,75.51,-3.07,0.0684931506849315,3.3732876712328768,non_coal,mining
Tomerong - Wandandian - Woollamia,11281,1049.720879,1219.393165,2269.114044,46.26,53.74,49.34,-3.08,0,0.4820936639118457,non_coal,non_mining
Point Nepean,21383,5317.767673,4618.916291,9936.683964,53.52,46.48,56.61,-3.09,0,0.08014104824491104,non_coal,non_mining
Chatswood (East) - Artarmon,11398,6280.826583,4135.448489,10416.275072,60.3,39.7,63.4,-3.1,0.11705033164260631,0.21069059695669137,non_coal,non_mining
Ringwood,21266,4204.370363,3660.732747,7865.10311,53.46,46.54,56.57,-3.11,0,0.20728073584661225,non_coal,non_mining
Ringwood North,21268,2920.684567,2303.809084,5224.493651,55.9,44.1,59.01,-3.11,0,0,non_coal,non_mining
Preston - West,21429,1362.807302,4943.935866,6306.743168,21.61,78.39,24.73,-3.12,0,0.053485469780709574,non_coal,non_mining
Hunters Hill - Woolwich,11499,3264.863381,1682.290398,4947.153779,65.99,34.01,69.13,-3.14,0,0.21438780371605526,non_coal,non_mining
Lyons (ACT),81105,594.2282228,1029.211185,1623.4394078,36.6,63.4,39.74,-3.14,0,0,non_coal,non_mining
Mount Eliza,21381,5693.82279,4185.670169,9879.492959,57.63,42.37,60.78,-3.15,0,0.25634452704434757,non_coal,non_mining
Robertson - Fitzroy Falls,11288,13.97258441,13.01114933,26.983733739999998,51.78,48.22,54.95,-3.17,1.291638341264446,1.563562202583277,coal,non_mining
Ringwood East,21267,5330.398276,4942.603196,10273.001472,51.89,48.11,55.06,-3.17,0,0.053118028258791035,non_coal,non_mining
Brighton East,21170,5151.810779,3266.914597,8418.725376,61.19,38.81,64.38,-3.19,0,0.40615027560197275,non_coal,non_mining
Putney,11590,1495.923772,887.0847294,2383.0085014,62.77,37.23,65.98,-3.21,0,0.20942408376963353,non_coal,non_mining
Fyshwick,81130,3.228852336,5.464831331,8.693683667,37.14,62.86,40.35,-3.21,0,0,non_coal,non_mining
Kiama Hinterland - Gerringong,11140,2357.617054,2437.997551,4795.614605,49.16,50.84,52.38,-3.22,0.7183478000598623,1.257108650104759,coal,non_mining
Bayview - Elanora Heights,11421,4232.217229,2342.276055,6574.493284,64.37,35.63,67.59,-3.22,0,0.06370779358674877,non_coal,non_mining
Newtown - Camperdown - Darlington,11332,2166.097299,9443.190529,11609.287828,18.66,81.34,21.92,-3.26,0,0.09333046162682174,non_coal,non_mining
East Fremantle,51164,1779.027256,2137.843141,3916.8703969999997,45.42,54.58,48.69,-3.27,0,4.677513073794306,non_coal,mining
Exmouth,51277,835.9823426,585.4414905,1421.4238331000001,58.81,41.19,62.08,-3.27,0,5.800821355236139,non_coal,mining
Gannawarra,21401,2547.848282,751.0562748,3298.9045568,77.23,22.77,80.51,-3.28,0,1.393596986817326,non_coal,non_mining
Hadfield,21440,744.9751717,1944.789775,2689.7649467,27.7,72.3,31.01,-3.31,0,0,non_coal,non_mining
Fortitude Valley,31106,1409.255784,1379.652855,2788.908639,50.53,49.47,53.84,-3.31,0.6504065040650406,2.0209059233449476,coal,non_mining
Cook,81005,540.9204209,1271.189969,1812.1103899,29.85,70.15,33.16,-3.31,0,0,non_coal,non_mining
Ryde,11591,7474.110368,5782.515834,13256.626202,56.38,43.62,59.7,-3.32,0.03907471084713973,0.10940919037199125,non_coal,non_mining
Waramanga,81097,574.9665411,978.7944655,1553.7610066,37,63,40.33,-3.33,0,0,non_coal,non_mining
Curtin,81100,1152.321203,2069.102227,3221.42343,35.77,64.23,39.1,-3.33,0,0,non_coal,non_mining
Research - North Warrandyte,21214,1849.610333,1855.949165,3705.559498,49.91,50.09,53.25,-3.34,0,0.21485573971761818,non_coal,non_mining
Victor Harbor,41148,5415.367117,4380.120478,9795.487594999999,55.28,44.72,58.64,-3.36,0,1.3918376975701816,non_coal,non_mining
Geelong,21039,2754.404761,4420.726935,7175.1316959999995,38.39,61.61,41.76,-3.37,0,0.06671114076050699,non_coal,non_mining
Yarram,21104,2266.401291,848.417453,3114.818744,72.76,27.24,76.13,-3.37,0,1.9588146659969865,non_coal,non_mining
South Morang (North),21435,1762.224925,3827.010503,5589.235428,31.53,68.47,34.9,-3.37,0,0.10621348911311736,non_coal,non_mining
Lenah Valley - Mount Stuart,61028,1482.881328,3440.494649,4923.375977,30.12,69.88,33.49,-3.37,0,0.07279786459597186,non_coal,non_mining
Burwood - Croydon,11391,4409.327324,4759.897434,9169.224758,48.09,51.91,51.49,-3.4,0.07593735168485999,0.12339819648789747,non_coal,non_mining
Yarra - North,21145,946.7936592,3690.333531,4637.1271902,20.42,79.58,23.82,-3.4,0.12401818933443572,0.4547333608929309,non_coal,non_mining
Maribyrnong,21349,1712.673702,3540.991635,5253.665337,32.6,67.4,36,-3.4,0,0.047740292807129214,non_coal,non_mining
Maylands,51046,2254.213696,3213.423291,5467.636987,41.23,58.77,44.63,-3.4,0.0449707690001499,5.936141508019787,non_coal,mining
Sussex Inlet - Berrara,11280,1378.395942,1445.135576,2823.531518,48.82,51.18,52.23,-3.41,0,0,non_coal,non_mining
Karrinyup - Gwelup - Carine,51089,6910.844003,4021.098602,10931.942605,63.22,36.78,66.63,-3.41,0.0975821316274531,5.074270844627562,non_coal,mining
North Nowra - Bomaderry,11277,4505.921262,4915.375236,9421.296498,47.83,52.17,51.25,-3.42,0.13048442342195402,0.3588321644103735,non_coal,non_mining
Southern Midlands,61067,1582.709581,2011.725911,3594.435492,44.03,55.97,47.45,-3.42,0,0.3836317135549872,non_coal,non_mining
Longford - Loch Sport,21100,1870.987672,818.782592,2689.7702639999998,69.56,30.44,72.99,-3.43,0,5.1299589603283176,non_coal,mining
Victoria Park - Lathlain - Burswood,51123,2961.464136,3168.261437,6129.725573,48.31,51.69,51.74,-3.43,0.07986157327299348,6.5353387461732995,non_coal,mining
Lakes Entrance,21084,4504.301696,1868.166541,6372.468237000001,70.68,29.32,74.12,-3.44,0,0.6877149109096593,non_coal,non_mining
Pinjarra Hills - Pullenvale,31091,1900.660624,1090.653541,2991.314165,63.54,36.46,66.99,-3.45,0.8924949290060852,2.0689655172413794,coal,mining
Williamstown,21346,3371.777399,5582.08354,8953.860939,37.66,62.34,41.12,-3.46,0,0.3348681456676434,non_coal,non_mining
Sandy Bay,61031,2830.396698,3297.93385,6128.330548,46.19,53.81,49.66,-3.47,0,0.15964877270005987,non_coal,non_mining
Springvale,21317,2548.114395,5583.934309,8132.048704000001,31.33,68.67,34.81,-3.48,0.04103405826836274,0.09574613595951306,non_coal,non_mining
Beaumaris,21168,4890.074301,3122.295818,8012.370118999999,61.03,38.97,64.52,-3.49,0.04971002485501243,0.3645401822700911,non_coal,non_mining
Mill Park - South,21221,1697.493757,4159.555869,5857.049626,28.98,71.02,32.53,-3.55,0.075046904315197,0.075046904315197,non_coal,non_mining
South Arm,61012,976.8835767,1705.263093,2682.1466697,36.42,63.58,39.97,-3.55,0,0.36477331943720687,non_coal,non_mining
Brunswick Heads - Ocean Shores,11239,1470.363063,3491.171123,4961.534186,29.64,70.36,33.2,-3.56,0.12507817385866166,0.5315822388993121,non_coal,non_mining
Coogee - Clovelly,11348,5479.442035,7156.16148,12635.603514999999,43.37,56.63,46.94,-3.57,0.02221235006663705,0.15548645046645934,non_coal,non_mining
California Gully - Eaglehawk,21019,2819.562196,4294.014144,7113.57634,39.64,60.36,43.21,-3.57,0,1.5161801312514145,non_coal,non_mining
St Arnaud,21391,1046.664145,523.6393154,1570.3034604,66.65,33.35,70.23,-3.58,0,0.29806259314456035,non_coal,non_mining
Foster,21087,2982.241612,2108.307418,5090.54903,58.58,41.42,62.18,-3.6,0,0.42669917708015853,non_coal,non_mining
Flinders and Cape Barren Islands,61099,259.9660651,232.3776359,492.343701,52.8,47.2,56.4,-3.6,0,0,non_coal,non_mining
Lord Howe Island,11161,72.90184999,135.0601251,207.96197509,35.06,64.94,38.68,-3.62,0,0,non_coal,non_mining
Culburra Beach,11274,1502.453827,1757.484884,3259.938711,46.09,53.91,49.71,-3.62,0.32175032175032175,0.32175032175032175,non_coal,non_mining
Lindisfarne - Rose Bay,61008,1640.672829,2804.312584,4444.985413,36.91,63.09,40.56,-3.65,0,0.16291951775822744,non_coal,non_mining
Garran,81102,740.8797075,1142.871156,1883.7508635,39.33,60.67,42.98,-3.65,0,0,non_coal,non_mining
Panorama,41070,2132.541514,2114.814296,4247.35581,50.21,49.79,53.87,-3.66,0,0.6293266205160478,non_coal,non_mining
Springvale South,21318,1719.506513,3973.560896,5693.067409,30.2,69.8,33.88,-3.68,0,0,non_coal,non_mining
Dingley Village,21313,2748.617533,3181.556122,5930.1736550000005,46.35,53.65,50.04,-3.69,0,0.1030715316429602,non_coal,non_mining
Wahroonga (East) - Warrawee,11412,6406.749354,2996.499611,9403.248964999999,68.13,31.87,71.83,-3.7,0.03804692454026633,0.3043753963221306,non_coal,non_mining
Paynesville,21086,3100.361403,1347.20319,4447.564593,69.71,30.29,73.41,-3.7,0,0.36649214659685864,non_coal,non_mining
Viewbank - Yallambie,21203,4260.583896,5737.492764,9998.076659999999,42.61,57.39,46.31,-3.7,0.03591524003352089,0.19154794684544474,non_coal,non_mining
Brookfield - Kenmore Hills,31087,2415.510546,1431.174333,3846.684879,62.79,37.21,66.5,-3.71,0.8623663332183512,2.5870989996550535,coal,mining
Brisbane City,31105,1671.050823,1710.138692,3381.189515,49.42,50.58,53.15,-3.73,1.254980079681275,3.3266932270916336,coal,mining
Kalgoorlie - North,51280,2245.327774,1364.977018,3610.304792,62.19,37.81,65.93,-3.74,0.0692201199815413,27.5957544993078,non_coal,mining
West Hobart,61033,1036.385094,2637.499559,3673.884653,28.21,71.79,31.95,-3.74,0,0,non_coal,non_mining
Coburg,21108,2797.62087,10779.77865,13577.39952,20.6,79.4,24.36,-3.76,0,0.07954183900731784,non_coal,non_mining
Deakin,81062,831.3800431,1008.177443,1839.5574861,45.19,54.81,48.95,-3.76,0,0,non_coal,non_mining
Gordon (Vic.),21012,1587.535405,1965.145632,3552.6810370000003,44.69,55.31,48.47,-3.78,0,1.0717230008244023,non_coal,non_mining
Newcastle - Cooks Hill,11229,2638.838386,4393.70384,7032.542226,37.52,62.48,41.32,-3.8,1.667245571378951,2.3098298020145887,coal,mining
Upwey - Tecoma,21284,1931.610068,3013.948921,4945.558989,39.06,60.94,42.87,-3.81,0,0.16390083999180496,non_coal,non_mining
Coburg North,21236,821.6606882,2778.07203,3599.7327182,22.83,77.17,26.65,-3.82,0,0,non_coal,non_mining
Footscray,21348,1691.741386,4961.220958,6652.962344,25.43,74.57,29.25,-3.82,0,0.038525748041607806,non_coal,non_mining
St Georges Basin - Erowal Bay,11279,3717.845567,4893.354968,8611.200535,43.17,56.83,47,-3.83,0.0716674629718108,0.358337314859054,non_coal,non_mining
South Morang (South),21436,1869.775812,4010.000519,5879.776331,31.8,68.2,35.63,-3.83,0,0.11009174311926606,non_coal,non_mining
Wentworth - Buronga,11178,1860.428539,645.183761,2505.6123,74.25,25.75,78.09,-3.84,0,0.9107468123861567,non_coal,non_mining
Newtown (Vic.),21046,2630.894627,3119.740402,5750.635029,45.75,54.25,49.59,-3.84,0.10766580534022395,0.27993109388458226,non_coal,non_mining
Panton Hill - St Andrews,21212,1119.139401,1475.799379,2594.93878,43.13,56.87,46.98,-3.85,0,0,non_coal,non_mining
Orange,11077,7134.830991,4097.798885,11232.629875999999,63.52,36.48,67.43,-3.91,0.1521438450899032,4.204702627939143,non_coal,mining
Aspendale Gardens - Waterways,21183,2201.013583,2655.182036,4856.195619,45.32,54.68,49.23,-3.91,0,0.13882461823229986,non_coal,non_mining
Spring Hill,31111,859.2846247,970.9704383,1830.255063,46.95,53.05,50.86,-3.91,0.5342551854179761,1.7913262099308613,non_coal,non_mining
Kangaroo Flat - Golden Square,21022,5200.510249,6891.550738,12092.060987,43.01,56.99,46.93,-3.92,0,1.273560876209883,non_coal,non_mining
Lockington - Gunbower,21408,1698.967805,508.6428038,2207.6106088,76.96,23.04,80.88,-3.92,0,0,non_coal,non_mining
Fremantle,51165,2812.58206,4942.881729,7755.463788999999,36.27,63.73,40.19,-3.92,0.1469507714915503,4.687729610580456,non_coal,mining
Lane Cove - Greenwich,11400,8546.793987,5867.803121,14414.597107999998,59.29,40.71,63.23,-3.94,0.03821461326811373,0.22928767960868238,non_coal,non_mining
Homebush Bay - Silverwater,11473,3479.217972,3564.728048,7043.946019999999,49.39,50.61,53.33,-3.94,0.03506721215663355,0.24547048509643482,non_coal,non_mining
Kiama Downs - Minnamurra,11139,1732.248509,1927.129183,3659.377692,47.34,52.66,51.29,-3.95,1.824672748909163,2.18167393891313,coal,mining
Canberra East,81113,113.477292,193.0350672,306.5123592,37.02,62.98,40.97,-3.95,0,0,non_coal,non_mining
Moruya - Tuross Head,11026,2225.640029,2695.868852,4921.508881,45.22,54.78,49.18,-3.96,0,0,non_coal,non_mining
Duffy,81092,682.0780639,1295.606836,1977.6848999,34.49,65.51,38.45,-3.96,0,0,non_coal,non_mining
Newport - Bilgola,11422,5181.682626,3159.034756,8340.717381999999,62.13,37.87,66.11,-3.98,0,0,non_coal,non_mining
West Footscray - Tottenham,21351,1331.10056,3745.001469,5076.102029,26.22,73.78,30.2,-3.98,0,0,non_coal,non_mining
Nunawading,21271,2505.166048,2579.613656,5084.7797040000005,49.27,50.73,53.26,-3.99,0,0,non_coal,non_mining
Orange - North,11078,7696.29406,4219.614438,11915.908498,64.59,35.41,68.59,-4,0.13349649571698743,6.174212926910669,non_coal,mining
East Victoria Park - Carlisle,51119,3171.70804,3826.409856,6998.117896,45.32,54.68,49.32,-4,0.0625782227784731,5.244055068836045,non_coal,mining
Redfern - Chippendale,11335,2214.238676,6011.381561,8225.620237,26.92,73.08,30.93,-4.01,0.027053837135900444,0.18035891423933628,non_coal,non_mining
Yarraville,21352,2154.199598,5903.179556,8057.379154,26.74,73.26,30.75,-4.01,0,0.22055007784120392,non_coal,non_mining
Mitcham (Vic.),21270,3797.534839,3767.690041,7565.22488,50.2,49.8,54.22,-4.02,0,0,non_coal,non_mining
Aranda,81001,441.6626171,1105.806575,1547.4691921,28.54,71.46,32.56,-4.02,0,0,non_coal,non_mining
St Ives,11410,8057.359878,2975.722541,11033.082419,73.03,26.97,77.06,-4.03,0.05489076737292787,0.2634756833900538,non_coal,non_mining
Bentleigh East (South),21427,3035.303943,3626.74295,6662.046893,45.56,54.44,49.59,-4.03,0,0.05052206130010104,non_coal,non_mining
Como,51145,3763.614111,2604.09431,6367.708420999999,59.1,40.9,63.14,-4.04,0,5.910335880063428,non_coal,mining
Cobbitty - Leppington,11506,7552.039802,6286.990879,13839.030681,54.57,45.43,58.62,-4.05,0.14443909484833894,0.27684159845931633,non_coal,non_mining
Chatswood (West) - Lane Cove North,11399,5396.986705,4010.123847,9407.110552,57.37,42.63,61.43,-4.06,0,0.2329699002888827,non_coal,non_mining
Uraidla - Summertown,41010,1483.608977,1487.507031,2971.116008,49.93,50.07,53.99,-4.06,0,0.9019607843137255,non_coal,non_mining
Wendouree - Miners Rest,21008,3286.635306,5090.677478,8377.312784,39.23,60.77,43.3,-4.07,0,0.44035994639096304,non_coal,non_mining
Phillip Island,21091,3353.258734,3482.93377,6836.192504000001,49.05,50.95,53.12,-4.07,0,0.5282620179609087,non_coal,non_mining
Yarralumla,81070,820.7487679,1131.897341,1952.6461089,42.03,57.97,46.11,-4.08,0,0,non_coal,non_mining
Largs Bay - Semaphore,41099,2953.377354,5515.771921,8469.149275,34.87,65.13,38.96,-4.09,0.04294302891497281,0.6298310907529345,non_coal,non_mining
Byron Bay,11240,1618.4479,3770.960519,5389.408419,30.03,69.97,34.13,-4.1,0.149812734082397,0.5493133583021224,non_coal,non_mining
Turramurra,11411,7244.010865,3494.179327,10738.190192,67.46,32.54,71.56,-4.1,0.0980872976949485,0.30652280529671405,non_coal,non_mining
Eastwood - Denistone,11497,6624.944577,4959.31669,11584.261267,57.19,42.81,61.3,-4.11,0,0.06368267831149928,non_coal,non_mining
Willoughby - Castle Cove - Northbridge,11402,8570.403455,4937.026211,13507.429666,63.45,36.55,67.57,-4.12,0.026249015661912678,0.34998687549216906,non_coal,non_mining
Red Hill (Qld),31136,1357.889037,1431.730871,2789.6199079999997,48.68,51.32,52.8,-4.12,0.5273566249176005,1.746868820039552,non_coal,non_mining
Trigg - North Beach - Watermans Bay,51094,2626.683891,1535.0109,4161.694791,63.12,36.88,67.24,-4.12,0,5.183016105417277,non_coal,mining
Ettrema - Sassafras - Budawang,11275,12.13638074,13.49817989,25.63456063,47.34,52.66,51.47,-4.13,0,0,non_coal,non_mining
Homebush,11396,2266.480594,2857.37196,5123.852554,44.23,55.77,48.36,-4.13,0,0,non_coal,non_mining
Mildura - South,21470,5219.704053,2987.579691,8207.283744,63.6,36.4,67.73,-4.13,0,0.7599309153713298,non_coal,non_mining
Brighton (SA),41056,4329.157407,3822.908478,8152.065885,53.11,46.89,57.26,-4.15,0,1.0689031409307679,non_coal,non_mining
Pascoe Vale,21239,3362.166762,8060.592221,11422.758983,29.43,70.57,33.61,-4.18,0,0.11885170963613091,non_coal,non_mining
Mildura Region,21398,1322.130193,497.7433431,1819.8735361,72.65,27.35,76.86,-4.21,0,0.9404388714733543,non_coal,non_mining
Belgrave - Selby,21274,2149.031796,2960.364369,5109.396165,42.06,57.94,46.3,-4.24,0,0.061087354917532075,non_coal,non_mining
Box Hill,21163,3325.280791,3822.628305,7147.909096,46.52,53.48,50.77,-4.25,0,0.04790419161676647,non_coal,non_mining
Paddington - Milton,31135,2669.841214,2725.955694,5395.796908,49.48,50.52,53.73,-4.25,0.6224066390041494,2.409830833067348,coal,mining
Mullumbimby,11243,1279.798817,3506.945919,4786.744736,26.74,73.26,31,-4.26,0.1400070003500175,0.1400070003500175,non_coal,non_mining
Daly,71058,168.1822656,427.6209222,595.8031877999999,28.23,71.77,32.49,-4.26,0,9.433962264150944,non_coal,mining
Narrabundah,81067,1174.299328,2075.377335,3249.676663,36.14,63.86,40.42,-4.28,0,0,non_coal,non_mining
Chelsea Heights,21187,1219.924329,1708.700628,2928.624957,41.66,58.34,45.95,-4.29,0,0,non_coal,non_mining
Dee Why - North Curl Curl,11426,6353.648155,5268.261634,11621.909789000001,54.67,45.33,58.97,-4.3,0.03775294472968892,0.19631531259438234,non_coal,non_mining
Loddon,21033,2120.012127,1108.522315,3228.534442,65.66,34.34,69.96,-4.3,0,0.6122448979591837,non_coal,non_mining
Lorne - Anglesea,21049,1295.85649,1658.733423,2954.589913,43.86,56.14,48.16,-4.3,0,0,non_coal,non_mining
Shepparton Region - East,21418,1792.615572,550.1598056,2342.7753776,76.52,23.48,80.82,-4.3,0,0.2767017155506364,non_coal,non_mining
Ulladulla,11282,5014.202099,5341.516732,10355.718831,48.42,51.58,52.73,-4.31,0.13757861635220126,0.41273584905660377,non_coal,non_mining
Aberfoyle Park,41071,3070.536072,3573.675859,6644.211931,46.21,53.79,50.52,-4.31,0,0.6938421509106678,non_coal,non_mining
North Perth,51040,1917.117309,2800.767699,4717.885008,40.64,59.36,44.95,-4.31,0.06746120980436249,5.554306273892512,non_coal,mining
Bentleigh East (North),21426,3246.976777,3963.499609,7210.476386,45.03,54.97,49.36,-4.33,0,0.1645967379919198,non_coal,non_mining
Huskisson - Vincentia,11276,1279.114727,1583.526648,2862.641375,44.68,55.32,49.03,-4.35,0,0,non_coal,non_mining
Kenmore,31090,2717.134111,1936.99486,4654.128971,58.38,41.62,62.73,-4.35,0.4235176880916791,1.4698555057299452,non_coal,non_mining
Glenside - Beaumont,41012,3136.229094,1740.940428,4877.169522,64.3,35.7,68.67,-4.37,0,1.2658227848101267,non_coal,non_mining
Pyrmont - Ultimo,11334,2552.00891,3982.143793,6534.152703,39.06,60.94,43.44,-4.38,0.03681207436039021,0.13804527885146328,non_coal,non_mining
Red Cliffs,21399,1925.537507,1124.798372,3050.335879,63.13,36.87,67.52,-4.39,0,0.49261083743842365,non_coal,non_mining
Numurkah,21413,5164.954993,1787.810697,6952.76569,74.29,25.71,78.68,-4.39,0,0.11874134177716208,non_coal,non_mining
Caulfield - North,21177,4025.135723,4177.671796,8202.807519,49.07,50.93,53.48,-4.41,0,0.12618296529968456,non_coal,non_mining
Highton,21042,5663.195318,6544.317021,12207.512339,46.39,53.61,50.83,-4.44,0.03898255530650034,0.2923691647987526,non_coal,non_mining
City Beach,51030,2727.177624,993.538309,3720.715933,73.3,26.7,77.76,-4.46,0,6.273620559334845,non_coal,mining
Shepparton Region - West,21419,4097.824719,1541.732782,5639.557501,72.66,27.34,77.13,-4.47,0,0.09770395701025891,non_coal,non_mining
Kiama,11138,2498.118076,2655.9853,5154.103376,48.47,51.53,52.96,-4.49,0.8452535760728219,1.8530559167750327,coal,non_mining
Deloraine,61054,1701.505652,1516.576955,3218.0826070000003,52.87,47.13,57.37,-4.5,0,2.34375,non_coal,mining
