region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Yallourn North - Glengarry,21098,1689.818621,1033.75195,2723.570571,62.04,37.96,61.36,0.68,1.407716371220021,2.9197080291970803,coal,mining
Crace,81037,934.3128966,1373.584278,2307.8971746,40.48,59.52,39.8,0.68,0,0,non_coal,non_mining
Mount Baw Baw Region,21077,2314.733621,1419.112421,3733.846042,61.99,38.01,61.32,0.67,0.5597760895641744,1.599360255897641,coal,non_mining
East Melbourne,21119,956.6216512,1471.531039,2428.1526902,39.4,60.6,38.73,0.67,0.10768126346015792,0.2871500358937545,non_coal,non_mining
Stirling - Osborne Park,51093,3862.506627,2783.60353,6646.110157,58.12,41.88,57.46,0.66,0.044662795891022775,3.9452136370403457,non_coal,mining
Forrestdale - Harrisdale - Piara Waters,51113,3935.628199,4247.865796,8183.493995000001,48.09,51.91,47.43,0.66,0.0513083632632119,5.746536685479733,non_coal,mining
Menai - Lucas Heights - Woronora,11535,8270.672929,4339.139609,12609.812538,65.59,34.41,64.94,0.65,0.03569516330537212,0.07139032661074424,non_coal,non_mining
Goulburn Region,11540,4871.06976,2807.388826,7678.458586000001,63.44,36.56,62.79,0.65,0.27731558513588467,1.9042336845997412,non_coal,non_mining
Calamvale - Stretton,31073,3489.308471,4190.133351,7679.441822000001,45.44,54.56,44.79,0.65,0.27325275880189176,0.7882291119285338,non_coal,non_mining
Westcourt - Bungalow,31154,1429.750022,1196.497752,2626.247774,54.44,45.56,53.79,0.65,0.131521262604121,0.394563787812363,non_coal,non_mining
Carrara,31246,4173.691241,2049.190313,6222.8815540000005,67.07,32.93,66.42,0.65,0.1617832104979328,0.48534963149379834,non_coal,non_mining
Ellenbrook,51059,8176.887655,7113.011539,15289.899194000001,53.48,46.52,52.83,0.65,0.11527027846872535,6.643208153855487,non_coal,mining
Concord - Mortlake - Cabarita,11383,7323.140877,5020.617325,12343.758202,59.33,40.67,58.69,0.64,0,0.029417532849578352,non_coal,non_mining
McKellar,81021,638.8080662,1061.255882,1700.0639482,37.58,62.42,36.94,0.64,0,0,non_coal,non_mining
Queanbeyan - East,11010,1171.086842,1482.973728,2654.0605699999996,44.12,55.88,43.49,0.63,0,0,non_coal,non_mining
Jilliby - Yarramalong,11049,1047.209224,946.5416798,1993.7509037999998,52.52,47.48,51.89,0.63,0.4940014114326041,1.058574453069866,non_coal,non_mining
Kingscliff - Fingal Head,11250,3961.510773,3762.174013,7723.684786,51.29,48.71,50.66,0.63,0.1554605518849592,0.7384376214535562,non_coal,non_mining
Wishart,31066,2848.006177,2160.476418,5008.482595,56.86,43.14,56.23,0.63,0.14326647564469913,0.6958657388456815,non_coal,non_mining
West Moonah,61021,668.9398005,1457.358227,2126.2980275,31.46,68.54,30.83,0.63,0,0.25673940949935814,non_coal,non_mining
Mooloolaba - Alexandra Headland,31428,3767.600436,2038.801282,5806.401718,64.89,35.11,64.28,0.61,0.4227941176470588,1.0661764705882353,non_coal,non_mining
Springwood - Winmalee,11454,5916.395087,7779.018304,13695.413391,43.2,56.8,42.6,0.6,0.0885565285840795,0.14759421430679917,non_coal,non_mining
Mitchell,81045,1.454792234,2.4479569,3.9027491339999996,37.28,62.72,36.68,0.6,NaN,NA,NA,NA
Banksmeadow,11320,1.065444299,1.679373407,2.744817706,38.82,61.18,38.23,0.59,0,0,non_coal,non_mining
Palmwoods,31444,3445.879281,2219.142005,5665.021286,60.83,39.17,60.24,0.59,0.5493298176225005,1.3403647549989013,non_coal,non_mining
Balga - Mirrabooka,51085,2810.44548,4039.091688,6849.537168,41.03,58.97,40.44,0.59,0.04194630872483222,2.348993288590604,non_coal,mining
Currumbin - Tugun,31231,3528.73039,2511.327398,6040.057788,58.42,41.58,57.84,0.58,0.24203307785397335,0.6857603872529245,non_coal,non_mining
Darwin City,71002,1035.434394,1076.874851,2112.3092450000004,49.02,50.98,48.44,0.58,0,3.4923117018504044,non_coal,mining
Iluka - Burns Beach,51076,3187.560335,1607.30983,4794.870165,66.48,33.52,65.91,0.57,0.08837825894829872,5.368979231109147,non_coal,mining
Ngunnawal,81046,2362.852455,3491.247575,5854.10003,40.36,59.64,39.79,0.57,0,0,non_coal,non_mining
Maroubra - West,11568,1986.541926,2634.914059,4621.4559850000005,42.99,57.01,42.43,0.56,0.06827492034592626,0.25034137460172967,non_coal,non_mining
Moonah,61019,878.2988775,1997.771264,2876.0701415,30.54,69.46,29.98,0.56,0,0.2376425855513308,non_coal,non_mining
Willagee,51183,1107.589399,1087.721993,2195.311392,50.45,49.55,49.9,0.55,0,4.445664105378705,non_coal,mining
Berwick - North,21293,6446.861851,4905.50062,11352.362471,56.79,43.21,56.25,0.54,0,0.15461925009663702,non_coal,non_mining
Langwarrin,21374,6223.327786,6230.955138,12454.282924,49.97,50.03,49.43,0.54,0,0.27497708524289644,non_coal,non_mining
Alderley,31120,1591.722225,1518.311727,3110.0339519999998,51.18,48.82,50.66,0.52,0.426049908703591,1.704199634814364,non_coal,non_mining
Bacchus Marsh,21353,4317.331167,5897.607941,10214.939108,42.26,57.74,41.75,0.51,0.045709061821506115,0.8113358473317335,non_coal,non_mining
Mansfield (Qld),31062,2264.686018,1823.909558,4088.5955759999997,55.39,44.61,54.88,0.51,0.3426462836056932,0.632577754348972,non_coal,non_mining
Macksville - Scotts Head,11157,1778.470108,1024.610676,2803.0807839999998,63.45,36.55,62.96,0.49,0.205761316872428,0.48010973936899864,non_coal,non_mining
Mermaid Waters,31228,4319.709482,1937.170269,6256.879751,69.04,30.96,68.55,0.49,0.18433179723502305,0.44239631336405527,non_coal,non_mining
Sheffield - Railton,61091,1741.156744,1512.461957,3253.618701,53.51,46.49,53.02,0.49,0,1.6052060737527116,non_coal,non_mining
Calga - Kulnura,11030,1474.198005,941.7952099,2415.9932149,61.02,38.98,60.54,0.48,0,1.266464032421479,non_coal,non_mining
Wantirna South,21260,5925.307755,3538.818323,9464.126078,62.61,37.39,62.13,0.48,0,0.18450184501845018,non_coal,non_mining
Malabar - La Perouse - Chifley,11350,5038.479953,7397.458645,12435.938598,40.52,59.48,40.06,0.46,0,0.10287007509515482,non_coal,non_mining
Clifton Beach - Kewarra Beach,31139,3127.810722,2307.522476,5435.333198,57.55,42.45,57.09,0.46,0.3066857493355142,1.962788795747291,non_coal,non_mining
Malaga,51063,0.886312974,1.002229157,1.888542131,46.93,53.07,46.47,0.46,NaN,NA,NA,NA
Adamstown - Kotara,11222,3720.735369,5499.948727,9220.684096,40.35,59.65,39.9,0.45,1.480575930453681,1.8609073621298562,coal,non_mining
Nollamara - Westminster,51090,3122.506753,3566.0061,6688.512853,46.68,53.32,46.23,0.45,0.037114932574539156,3.501175306198194,non_coal,mining
Montrose,21280,2016.803889,1566.712499,3583.516388,56.28,43.72,55.84,0.44,0,0,non_coal,non_mining
Seabrook,21345,964.7667264,1470.080606,2434.8473324,39.62,60.38,39.18,0.44,0,0,non_coal,non_mining
Petersham - Stanmore,11327,2352.423755,8775.056009,11127.479764,21.14,78.86,20.71,0.43,0.044365572315882874,0.1064773735581189,non_coal,non_mining
Currumbin Waters,31232,3039.41933,2096.508883,5135.928213,59.18,40.82,58.75,0.43,0.15620932048945588,0.807081489195522,non_coal,non_mining
Leeming,51180,3694.7249190000002,2204.743913,5899.4688320000005,62.63,37.37,62.2,0.43,0.0940203083866115,4.926664159458443,non_coal,mining
Croydon - East,21450,4142.837529,3355.786695,7498.624224,55.25,44.75,54.83,0.42,0,0.17500364590928977,non_coal,non_mining
Chelmer - Graceville,31092,2194.801895,1668.588769,3863.390664,56.81,43.19,56.39,0.42,1.224373576309795,2.6765375854214124,coal,mining
Gelorup - Stratham,51252,1119.577241,564.6243134,1684.2015544,66.48,33.52,66.06,0.42,0,7.814871016691957,non_coal,mining
Kuraby,31077,1579.38116,1809.740525,3389.121685,46.6,53.4,46.19,0.41,0.15051173991571343,0.481637567730283,non_coal,non_mining
Macgregor (ACT),81019,1338.819249,2426.647312,3765.466561,35.56,64.44,35.15,0.41,0,0,non_coal,non_mining
Templestowe,21159,5499.305201,3370.19011,8869.495311,62,38,61.6,0.4,0,0.15464642204414453,non_coal,non_mining
Redlynch,31141,3592.78059,2732.145694,6324.926283999999,56.8,43.2,56.41,0.39,0.26238110856018365,2.3122335191866186,non_coal,mining
Reedy Creek - Andrews,31245,2524.589517,1328.005619,3852.595136,65.53,34.47,65.14,0.39,0.26219192448872575,0.7341373885684321,non_coal,non_mining
Dubbo - West,11102,3688.589243,1528.131015,5216.720257999999,70.71,29.29,70.33,0.38,0.08365867261572783,1.4779698828778582,non_coal,non_mining
Surfers Paradise,31270,6111.84924,2824.739669,8936.588909,68.39,31.61,68.01,0.38,0.17029328287606432,0.3973509933774834,non_coal,non_mining
Magnetic Island,31483,706.3237622,709.7790054,1416.1027675999999,49.88,50.12,49.52,0.36,1.1534025374855825,2.9988465974625145,coal,mining
Palmerston,81048,1324.617677,1900.652425,3225.270102,41.07,58.93,40.71,0.36,0,0,non_coal,non_mining
Warragul,21079,7675.529782,4542.779335,12218.309117,62.82,37.18,62.47,0.35,0.10059097196026656,0.628693574751666,non_coal,non_mining
Southern Grampians,21423,2487.197276,1211.863164,3699.06044,67.24,32.76,66.89,0.35,0,1.5808823529411764,non_coal,non_mining
Busselton Region,51003,3742.500885,1824.831939,5567.332824,67.22,32.78,66.87,0.35,0,5.678165845296765,non_coal,mining
Lawson - Hazelbrook - Linden,11453,2427.81647,4566.860865,6994.677335,34.71,65.29,34.37,0.34,0.0791295746785361,0.13847675568743817,non_coal,non_mining
Essendon - Aberfeldie,21114,6988.885008,8140.575118,15129.460126,46.19,53.81,45.85,0.34,0,0.17038193951441147,non_coal,non_mining
Coolangatta,31230,1728.330388,1318.851673,3047.182061,56.72,43.28,56.38,0.34,0.4763967085318319,0.996102208748376,non_coal,non_mining
Macarthur,81083,405.2143708,497.2906235,902.5049942999999,44.9,55.1,44.56,0.34,0,0.8108108108108109,non_coal,non_mining
Illawong - Alfords Point,11534,4291.301806,2053.96565,6345.2674560000005,67.63,32.37,67.32,0.31,0,0,non_coal,non_mining
Woodvale,51083,3170.791098,2014.681787,5185.472885,61.15,38.85,60.84,0.31,0,4.291204099060632,non_coal,mining
Wonthaggi - Inverloch,21093,7372.604534,6794.962714,14167.567248,52.04,47.96,51.74,0.3,0.06257039169065198,0.600675760230259,non_coal,non_mining
Mount Waverley - North,21323,3683.657951,3333.600917,7017.258868000001,52.49,47.51,52.19,0.3,0,0,non_coal,non_mining
Point Cook - North,21465,3603.746767,4943.770266,8547.517033,42.16,57.84,41.86,0.3,0,0.10703512698258247,non_coal,non_mining
Queanbeyan West - Jerrabomberra,11012,3327.737498,3693.255251,7020.992749,47.4,52.6,47.11,0.29,0,0.08822232024702249,non_coal,non_mining
Guanaba - Springbrook,31241,1015.648331,657.3338499,1672.9821809,60.71,39.29,60.42,0.29,0.2721829069134458,0.7621121393576483,non_coal,non_mining
Merrimac,31260,1946.348409,999.2519181,2945.6003271,66.08,33.92,65.79,0.29,0.16181229773462785,0.4207119741100324,non_coal,non_mining
Campbellfield - Coolaroo,21243,1379.550952,4535.039996,5914.590948000001,23.32,76.68,23.04,0.28,0,0,non_coal,non_mining
Southport - South,31541,4839.489993,2814.506385,7653.996378,63.23,36.77,62.95,0.28,0.32135553607946243,0.7595676307332748,non_coal,non_mining
Flinders Park,41091,3560.953721,4401.91047,7962.864191,44.72,55.28,44.45,0.27,0,0.4933163590070019,non_coal,non_mining
Ashfield,11390,3450.486703,6783.288568,10233.775271,33.72,66.28,33.47,0.25,0.03359932801343973,0.03359932801343973,non_coal,non_mining
Woolner - Bayview - Winnellie,71009,674.6054507,745.8926897,1420.4981404,47.49,52.51,47.24,0.25,0,2.1791767554479415,non_coal,mining
Gloucester,11167,1961.626069,880.8690609,2842.4951299,69.01,30.99,68.77,0.24,4.169148302561048,4.824300178677785,coal,mining
Mornington,21380,8024.184687,6082.915363,14107.100050000001,56.88,43.12,56.65,0.23,0,0.2586652871184687,non_coal,non_mining
Yarrawonga,21414,3576.101698,1523.101209,5099.202907,70.13,29.87,69.9,0.23,0,0.11210762331838565,non_coal,non_mining
Mount Gravatt,31063,3559.561741,3373.170144,6932.731885,51.34,48.66,51.11,0.23,0.27925160569673274,1.1309690030717678,non_coal,non_mining
Broadbeach Waters,31224,2816.950012,1176.376077,3993.3260889999997,70.54,29.46,70.31,0.23,0.11577424023154848,0.4920405209840811,non_coal,non_mining
Kingsley,51078,4028.806936,2545.213888,6574.020824,61.28,38.72,61.05,0.23,0,3.8117335101093803,non_coal,mining
Hamilton (Qld),31124,1949.609819,1088.668792,3038.2786109999997,64.17,35.83,63.95,0.22,0.8758683177287828,2.6578073089700998,coal,mining
Croydon South,21452,1342.122694,1079.009022,2421.131716,55.43,44.57,55.23,0.2,0,0.14038371548900327,non_coal,non_mining
Benowa,31267,2882.14652,1331.507259,4213.653779,68.4,31.6,68.2,0.2,0.08321775312066575,0.47156726768377255,non_coal,non_mining
Kalamunda - Maida Vale - Gooseberry Hill,51140,4899.335384,3066.086317,7965.421700999999,61.51,38.49,61.31,0.2,0,5.600372323921812,non_coal,mining
Botany,11321,2351.418084,3767.737557,6119.155640999999,38.43,61.57,38.25,0.18,0.05628517823639775,0.05628517823639775,non_coal,non_mining
Hume,81031,1.60575775,2.181864521,3.787622271,42.39,57.61,42.21,0.18,NaN,NA,NA,NA
Corangamite - South,21475,3073.619513,1195.426133,4269.0456460000005,72,28,71.83,0.17,0,1.0354565422026984,non_coal,non_mining
Shortland - Jesmond,11231,1504.450929,3330.646041,4835.0969700000005,31.12,68.88,30.96,0.16,0.7713361532719583,1.0201542672306545,coal,non_mining
Cranbourne North,21302,3586.368678,5336.955874,8923.324552,40.19,59.81,40.03,0.16,0,0,non_coal,non_mining
Doncaster East (South),21425,3795.547559,2663.751568,6459.299127,58.76,41.24,58.6,0.16,0,0.09057971014492754,non_coal,non_mining
Nuriootpa,41114,2693.169767,1450.515237,4143.685004,64.99,35.01,64.83,0.16,0.14285714285714285,0.8571428571428572,non_coal,non_mining
West Coast (SA),41134,1199.964123,412.7350245,1612.6991475,74.41,25.59,74.25,0.16,0,2.941176470588235,non_coal,mining
Mullaloo - Kallaroo,51079,3723.291344,2221.880706,5945.17205,62.63,37.37,62.47,0.16,0,5.26720492118416,non_coal,mining
Kingsgrove (North) - Earlwood,11364,5160.106176,7523.201702,12683.307878,40.68,59.32,40.53,0.15,0.039761431411530816,0.039761431411530816,non_coal,non_mining
Mulgrave,21325,4316.020629,4788.897928,9104.918557,47.4,52.6,47.25,0.15,0,0,non_coal,non_mining
Elanora,31233,3883.485422,2603.543954,6487.029376,59.87,40.13,59.73,0.14,0.2727981293842557,0.7014809041309431,non_coal,non_mining
Robina,31261,7148.032278,3806.861368,10954.893646,65.25,34.75,65.11,0.14,0.24031529366528884,0.7401711044890896,non_coal,non_mining
Riverton - Shelley - Rossmoyne,51129,4021.878768,2428.743669,6450.622437,62.35,37.65,62.21,0.14,0.10674257249599715,4.60772104607721,non_coal,mining
Casuarina - Wandi,51261,1365.61688,1454.46886,2820.08574,48.42,51.58,48.28,0.14,0,5.651491365777081,non_coal,mining
Inverell,11191,4881.028264,1766.104587,6647.132850999999,73.43,26.57,73.3,0.13,0.30545112781954886,0.6578947368421052,non_coal,non_mining
Altona,21341,2961.354201,4666.883171,7628.2373720000005,38.82,61.18,38.69,0.13,0,0.15915119363395225,non_coal,non_mining
Gungahlin,81040,1270.305218,1735.614763,3005.919981,42.26,57.74,42.13,0.13,0,0,non_coal,non_mining
Noosa Heads,31434,1553.792291,883.0581777,2436.8504687,63.76,36.24,63.64,0.12,0.47732696897374705,0.7159904534606205,non_coal,non_mining
Casey,81036,1302.551026,1767.915651,3070.4666770000003,42.42,57.58,42.31,0.11,0,0,non_coal,non_mining
Mudgee,11072,4677.36475,2349.772016,7027.136766,66.56,33.44,66.46,0.1,16.324013157894736,17.742598684210524,coal,mining
Cherrybrook,11558,6632.309443,3149.501609,9781.811052000001,67.8,32.2,67.7,0.1,0,0.04507042253521127,non_coal,non_mining
Bayswater,21251,3332.099719,2693.469291,6025.569009999999,55.3,44.7,55.2,0.1,0,0.05583472920156338,non_coal,non_mining
Lynbrook - Lyndhurst,21306,2399.795886,3812.77291,6212.568796,38.63,61.37,38.53,0.1,0,0,non_coal,non_mining
Happy Valley,41080,3297.512865,4444.016435,7741.5293,42.6,57.4,42.51,0.09,0,0.6672873991309746,non_coal,non_mining
Dandenong North,21312,3574.809953,6452.844532,10027.654485,35.65,64.35,35.57,0.08,0,0.09781146839466927,non_coal,non_mining
Amaroo,81034,1370.875578,1890.20911,3261.084688,42.04,57.96,41.96,0.08,0,0,non_coal,non_mining
Peregian Springs,31544,2634.244901,1619.163949,4253.40885,61.93,38.07,61.86,0.07,0.944767441860465,1.998546511627907,coal,non_mining
Kellyville,11559,8802.337787,3627.591083,12429.92887,70.82,29.18,70.76,0.06,0,0.1374216267285064,non_coal,non_mining
Yorkeys Knob - Machans Beach,31143,1599.785896,1577.450902,3177.236798,50.35,49.65,50.29,0.06,0.15145778114350625,0.41650889814464215,non_coal,non_mining
Stuart Park,71008,877.7589575,985.0284023,1862.7873598,47.12,52.88,47.06,0.06,0,2.197802197802198,non_coal,mining
Corrimal - Tarrawanna - Bellambi,11145,3133.986151,6074.812573,9208.798724,34.03,65.97,33.98,0.05,2.075351213282248,2.187100893997446,coal,mining
Burleigh Waters,31226,4601.93074,2755.773557,7357.704297,62.55,37.45,62.5,0.05,0.11230547088079577,0.5454837157067223,non_coal,non_mining
St Agnes - Ridgehaven,41055,3229.156393,4054.504767,7283.66116,44.33,55.67,44.28,0.05,0,0.45587162654996355,non_coal,non_mining
Palm Beach,31234,4751.839048,3160.334627,7912.173675,60.06,39.94,60.02,0.04,0.33333333333333337,0.7272727272727273,non_coal,non_mining
North Coogee,51158,572.084908,842.2318373,1414.3167453,40.45,59.55,40.41,0.04,0,7.26643598615917,non_coal,mining
Belconnen,81002,1029.633176,1896.185028,2925.818204,35.19,64.81,35.15,0.04,0,0,non_coal,non_mining
Castle Hill - East,11554,2005.470851,825.40237749999994,2830.8732285,70.84,29.16,70.81,0.03,0,0,non_coal,non_mining
Maroubra - North,11566,2322.722922,2924.162075,5246.884997,44.27,55.73,44.24,0.03,0.08853474988933156,0.17706949977866313,non_coal,non_mining
Northcote,21111,2561.173004,11773.33052,14334.503524,17.87,82.13,17.84,0.03,0,0.13832321524629218,non_coal,non_mining
Greenwith,41050,2293.717961,2860.13267,5153.850630999999,44.5,55.5,44.47,0.03,0,0.6077707835901889,non_coal,non_mining
Keperra,31100,1825.886368,1820.92735,3646.813718,50.07,49.93,50.05,0.02,0.17543859649122806,0.5263157894736842,non_coal,non_mining
Albion,31119,1129.147145,706.2938263,1835.4409713,61.52,38.48,61.5,0.02,0.20215633423180593,1.2129380053908356,non_coal,non_mining
Miami,31229,2123.736812,1142.762579,3266.4993910000003,65.02,34.98,65,0.02,0.2368265245707519,0.3256364712847839,non_coal,non_mining
Fannie Bay - The Gardens,71004,883.9231802,957.0919578,1841.0151380000002,48.01,51.99,47.99,0.02,0,2.1650087770626096,non_coal,mining
Galston - Laughtondale,11298,2178.622684,780.8105746,2959.4332586,73.62,26.38,73.61,0.01,0,0.25996533795493937,non_coal,non_mining
Keysborough,21314,4474.705287,7789.511537,12264.216824,36.49,63.51,36.48,0.01,0,0.0730526892521231,non_coal,non_mining
Nhulunbuy,71064,351.0844959,785.3136071,1136.398103,30.89,69.11,30.88,0.01,0,18.505586592178773,non_coal,mining
Hamilton Hill,51154,1740.996745,3180.246103,4921.242848,35.38,64.62,35.38,0,0.07127583749109052,3.326205749584224,non_coal,mining
Cannon Hill,31048,1392.745961,1531.351373,2924.097334,47.63,52.37,47.64,-0.01,0.24544179523141654,1.8934081346423561,non_coal,non_mining
Burleigh Heads,31225,2968.586719,1726.966929,4695.553648,63.22,36.78,63.23,-0.01,0.3686409437208159,0.8847382649299582,non_coal,non_mining
Alexandra,21054,1994.42551,1293.821106,3288.2466160000004,60.65,39.35,60.67,-0.02,0.12391573729863693,0.3304419661296985,non_coal,non_mining
Wantirna,21259,4380.140744,2833.87375,7214.014494000001,60.72,39.28,60.74,-0.02,0,0.06297229219143577,non_coal,non_mining
Bundall,31268,1638.372011,719.5023724,2357.8743833999997,69.49,30.51,69.51,-0.02,0.146484375,0.146484375,non_coal,non_mining
Huntingdale - Southern River,51135,3703.434032,4451.980999,8155.4150310000005,45.41,54.59,45.43,-0.02,0.05731315910132966,4.8945437872535535,non_coal,mining
Evatt,81007,1192.743777,2039.562847,3232.306624,36.9,63.1,36.92,-0.02,0,0,non_coal,non_mining
Dardanup,51010,1226.996461,499.6596753,1726.6561363,71.06,28.94,71.09,-0.03,0.43923865300146414,6.295754026354319,non_coal,mining
Hornsby - West,11578,2921.947294,2101.527688,5023.474982,58.17,41.83,58.21,-0.04,0,0.08408660920748372,non_coal,non_mining
Drouin,21076,6238.858554,3880.830666,10119.68922,61.65,38.35,61.69,-0.04,0,0.5052897520922154,non_coal,non_mining
Beverley,41090,1690.81547,2583.401576,4274.217046,39.56,60.44,39.61,-0.05,0,0.4605641911341394,non_coal,non_mining
Joondalup - Edgewater,51077,3491.497769,2749.004556,6240.5023249999995,55.95,44.05,56,-0.05,0,4.090162710852366,non_coal,mining
Armidale Region - South,11188,2324.801487,1420.896465,3745.6979520000004,62.07,37.93,62.13,-0.06,0,0,non_coal,non_mining
Rockdale - Banksia,11381,3064.422216,4787.094084,7851.5163,39.03,60.97,39.11,-0.08,0,0.09554140127388536,non_coal,non_mining
Leongatha,21090,4030.283627,2474.400813,6504.68444,61.96,38.04,62.04,-0.08,0.17833259028087384,0.9139545251894784,non_coal,non_mining
North Melbourne,21123,2064.564768,4872.450165,6937.014933,29.76,70.24,29.84,-0.08,0,0.13794567062818336,non_coal,non_mining
Royal National Park,11537,7.360799367,6.0120595,13.372858867000001,55.04,44.96,55.13,-0.09,0,0,non_coal,non_mining
Beaconsfield - Officer,21287,5016.023714,3920.577127,8936.600841,56.13,43.87,56.22,-0.09,0,0.1832620647525962,non_coal,non_mining
Margate - Snug,61024,1827.849265,2795.861934,4623.711199,39.53,60.47,39.62,-0.09,0,0.37195994277539346,non_coal,non_mining
Newmarket,31127,1180.602931,1124.872807,2305.475738,51.21,48.79,51.32,-0.11,0.5586592178770949,0.8566108007448789,coal,non_mining
Page,81023,584.5973357,1029.960531,1614.5578667,36.21,63.79,36.32,-0.11,0,0,non_coal,non_mining
Arncliffe - Bardwell Valley,11375,3132.532319,5248.701503,8381.233822,37.38,62.62,37.5,-0.12,0,0.05843966104996591,non_coal,non_mining
Strathalbyn Region,41147,2401.632888,1816.814605,4218.447493,56.93,43.07,57.05,-0.12,0,2.112676056338028,non_coal,mining
Hawker,81013,628.9629135,1105.705213,1734.6681265,36.26,63.74,36.38,-0.12,0,0,non_coal,non_mining
Murwillumbah,11251,2375.323335,2712.721587,5088.044922,46.68,53.32,46.81,-0.13,0.099601593625498,0.199203187250996,non_coal,non_mining
Woodville - Cheltenham,41097,3090.284003,5801.735247,8892.01925,34.75,65.25,34.88,-0.13,0.040474905558553695,0.5531570426335672,non_coal,non_mining
Yankalilla,41149,1806.928794,1561.281498,3368.2102919999998,53.65,46.35,53.78,-0.13,0,1.4992503748125936,non_coal,non_mining
Pottsville,11253,3382.16322,3889.924952,7272.088172,46.51,53.49,46.65,-0.14,0.21371672819117932,0.7188653584612396,non_coal,non_mining
Murwillumbah Region,11252,2610.985895,3096.89539,5707.8812849999995,45.74,54.26,45.89,-0.15,0.08244023083264633,0.5496015388843088,non_coal,non_mining
Doncaster East (North),21424,4748.669247,3075.250792,7823.920039,60.69,39.31,60.84,-0.15,0,0.0628831944662789,non_coal,non_mining
Narre Warren South (West),21458,2446.584323,4130.195622,6576.779945,37.2,62.8,37.35,-0.15,0,0.1414227124876255,non_coal,non_mining
Ascot,31121,1734.841642,912.822957,2647.664599,65.52,34.48,65.68,-0.16,0.6505931879066207,1.7221584385763489,coal,non_mining
Kambalda - Coolgardie - Norseman,51282,785.7615482,606.2487488,1392.010297,56.45,43.55,56.61,-0.16,0.3910614525139665,41.899441340782126,non_coal,mining
Bayswater North,21263,2745.875309,2465.261279,5211.136587999999,52.69,47.31,52.87,-0.18,0,0.07037297677691766,non_coal,non_mining
Mermaid Beach - Broadbeach,31227,3767.740978,1835.322125,5603.0631029999995,67.24,32.76,67.42,-0.18,0.09876543209876544,0.31275720164609055,non_coal,non_mining
Wooloowin - Lutwyche,31131,2717.661763,2240.388283,4958.050046,54.81,45.19,55,-0.19,0.55396370582617,1.8147086914995225,coal,non_mining
Florey,81008,1013.131865,1843.299607,2856.4314719999998,35.47,64.53,35.66,-0.19,0,0,non_coal,non_mining
Riddells Creek,21234,1089.685495,1322.50804,2412.193535,45.17,54.83,45.37,-0.2,0,0,non_coal,non_mining
Mernda,21434,2959.262975,5248.847537,8208.110512,36.05,63.95,36.25,-0.2,0,0.08,non_coal,non_mining
Clear Island Waters,31259,1308.666624,636.0420338,1944.7086577999999,67.29,32.71,67.49,-0.2,0,0,non_coal,non_mining
Golden Grove,41049,2717.54707,3275.620962,5993.168032,45.34,54.66,45.54,-0.2,0,0.3879926485603431,non_coal,non_mining
Point Cook - East,21464,2204.559866,2954.205657,5158.765523,42.73,57.27,42.94,-0.21,0,0.12617159336697908,non_coal,non_mining
Redwood Park,41054,4114.288243,5414.410591,9528.698833999999,43.18,56.82,43.4,-0.22,0,0.7915909680768232,non_coal,non_mining
Pallara - Willawong,31074,1005.434977,1455.296977,2460.731954,40.86,59.14,41.09,-0.23,0.18034265103697023,0.7213706041478809,non_coal,non_mining
Manunda,31152,1216.257942,1110.225293,2326.4832349999997,52.28,47.72,52.51,-0.23,0.2871912693854107,1.3785180930499714,non_coal,non_mining
Morphettville,41062,4012.107559,3818.38302,7830.490579,51.24,48.76,51.47,-0.23,0,0.5500550055005501,non_coal,non_mining
Glen Innes,11190,1722.639728,716.9665489,2439.6062769,70.61,29.39,70.85,-0.24,0,0.10121457489878542,non_coal,non_mining
Yarriambiack,21394,2605.094918,974.4773082,3579.5722262,72.78,27.22,73.02,-0.24,0,0.2472187886279357,non_coal,non_mining
Main Beach,31269,1435.880182,589.3478232,2025.2280052,70.9,29.1,71.14,-0.24,0.3614457831325301,0.54216867469879515,non_coal,non_mining
Altona North,21343,2319.240314,4574.561545,6893.801858999999,33.64,66.36,33.89,-0.25,0,0.23054755043227668,non_coal,non_mining
Sunshine Beach,31437,2116.989454,1343.337966,3460.32742,61.18,38.82,61.43,-0.25,0.17117425539198905,0.47928791509756935,non_coal,non_mining
Le Hunte - Elliston,41132,845.9872548,255.8949576,1101.8822123999998,76.78,23.22,77.03,-0.25,0,0,non_coal,non_mining
Wentworth-Balranald Region,11179,1010.687285,292.8271179,1303.5144029,77.54,22.46,77.8,-0.26,0,1.6249153689911984,non_coal,non_mining
Broadmeadows,21242,996.6758729,3051.360823,4048.0366959,24.62,75.38,24.89,-0.27,0,0.08703220191470844,non_coal,non_mining
Cairns City,31145,2151.15542,1884.896071,4036.051491,53.3,46.7,53.57,-0.27,0.1994813484939158,0.8976660682226212,non_coal,non_mining
Ballajura,51056,4086.968701,4902.270038,8989.238739,45.47,54.53,45.74,-0.27,0,3.3192090395480225,non_coal,mining
Pearcedale - Tooradin,21308,2037.198241,1643.716557,3680.914798,55.34,44.66,55.62,-0.28,0,0.2538787023977433,non_coal,non_mining
Parap,71007,601.5389094,659.6395641,1261.1784735,47.7,52.3,47.98,-0.28,0,1.9708029197080292,non_coal,non_mining
