SA2_5digitcode_2016,ALP_TPP_2019,LNP_TPP_2019,ALP_TPP_2019_pc,LNP_TPP_2019_pc,ALP_TPP_2016_pc,LNP_TPP_2016_pc,ALP_TPP_swing,LNP_TPP_swing
11490,1526.53039,2298.519919,39.91,60.09,38.94,61.06,0.97,-0.97
11491,3326.877945,3831.706095,46.47,53.53,48.08,51.92,-1.61,1.61
11492,4230.765776,3173.83431,57.14,42.86,62.57,37.43,-5.43,5.43
11493,5069.283675,4763.51766,51.55,48.45,54.83,45.17,-3.28,3.28
11494,2024.401522,3865.186092,34.37,65.63,36.03,63.97,-1.66,1.66
11495,6057.054212,7532.680781,44.57,55.43,39.34,60.66,5.23,-5.23
11496,4039.450579,6600.953638,37.96,62.04,35.97,64.03,1.99,-1.99
11497,4959.31669,6624.944577,42.81,57.19,38.7,61.3,4.11,-4.11
11498,3200.240133,4390.298009,42.16,57.84,37.16,62.84,5,-5
11499,1682.290398,3264.863381,34.01,65.99,30.87,69.13,3.14,-3.14
11500,3647.491561,4221.246678,46.35,53.65,41.5,58.5,4.85,-4.85
11501,2982.688709,3979.14055,42.84,57.16,39.99,60.01,2.85,-2.85
11503,3869.411138,4617.680483,45.59,54.41,42.95,57.05,2.64,-2.64
11504,4235.308716,2284.159552,64.96,35.04,65.99,34.01,-1.03,1.03
11505,1271.816403,2618.002696,32.7,67.3,38.45,61.55,-5.75,5.75
11506,6286.990879,7552.039802,45.43,54.57,41.38,58.62,4.05,-4.05
11509,4782.569789,2831.838348,62.81,37.19,67.52,32.48,-4.71,4.71
11510,4849.917035,4553.966954,51.57,48.43,59.55,40.45,-7.98,7.98
11511,7766.656269,2740.853521,73.92,26.08,75.56,24.44,-1.64,1.64
11512,5206.246045,2417.381171,68.29,31.71,72.36,27.64,-4.07,4.07
11513,6882.516405,2503.926106,73.32,26.68,75.79,24.21,-2.47,2.47
11514,2820.179758,2220.824677,55.94,44.06,62.52,37.48,-6.58,6.58
11515,4567.542572,1840.526776,71.28,28.72,72.11,27.89,-0.83,0.83
11516,5388.685018,2466.861393,68.6,31.4,72.08,27.92,-3.48,3.48
11517,2453.964601,1552.844922,61.24,38.76,67.36,32.64,-6.12,6.12
11518,760.7037794,1513.084076,33.46,66.54,41.04,58.96,-7.58,7.58
11519,5071.1236,3263.789581,60.84,39.16,69.06,30.94,-8.22,8.22
11520,3658.856835,1818.912854,66.79,33.21,70.82,29.18,-4.03,4.03
11521,4.140098708,2.851634468,59.21,40.79,65.58,34.42,-6.37,6.37
11522,3883.092509,3003.02354,56.39,43.61,56.04,43.96,0.35,-0.35
11523,3870.572919,5245.513247,42.46,57.54,46.58,53.42,-4.12,4.12
11524,4210.130615,6345.743593,39.88,60.12,42.69,57.31,-2.81,2.81
11529,3502.705567,6762.892176,34.12,65.88,35.36,64.64,-1.24,1.24
11530,3202.173555,7016.403585,31.34,68.66,34.59,65.41,-3.25,3.25
11531,2428.25276,6773.51102,26.39,73.61,31.5,68.5,-5.11,5.11
11533,1784.84299,2189.917775,44.9,55.1,43.21,56.79,1.69,-1.69
11534,2053.96565,4291.301806,32.37,67.63,32.68,67.32,-0.31,0.31
11535,4339.139609,8270.672929,34.41,65.59,35.06,64.94,-0.65,0.65
11536,5277.999731,6956.73291,43.14,56.86,41.25,58.75,1.89,-1.89
11537,6.0120595,7.360799367,44.96,55.04,44.87,55.13,0.09,-0.09
11538,4835.609137,6434.258438,42.91,57.09,42.6,57.4,0.31,-0.31
11539,5616.149019,8087.765216,40.98,59.02,42.83,57.17,-1.85,1.85
11540,2807.388826,4871.06976,36.56,63.44,37.21,62.79,-0.65,0.65
11541,1948.562861,2008.573597,49.24,50.76,50.88,49.12,-1.64,1.64
11542,2794.6979,3066.011198,47.69,52.31,47.4,52.6,0.29,-0.29
11543,1833.20535,4389.778309,29.46,70.54,32.98,67.02,-3.52,3.52
11544,1354.119055,2880.677294,31.98,68.02,36.85,63.15,-4.87,4.87
11545,716.0267178,267.5335635,72.8,27.2,73.74,26.26,-0.94,0.94
11546,3628.286374,1401.338295,72.14,27.86,73.84,26.16,-1.7,1.7
11548,5124.846882,3021.247072,62.91,37.09,61.11,38.89,1.8,-1.8
11549,5583.738003,2909.857747,65.74,34.26,63.32,36.68,2.42,-2.42
11550,4282.274701,4936.055654,46.45,53.55,48.47,51.53,-2.02,2.02
11551,820.9381732,1053.929537,43.79,56.21,45.35,54.65,-1.56,1.56
11552,2191.157431,2421.863384,47.5,52.5,49.96,50.04,-2.46,2.46
11553,1147.666014,2582.875392,30.76,69.24,29.73,70.27,1.03,-1.03
11554,825.4023775,2005.470851,29.16,70.84,29.19,70.81,-0.03,0.03
11555,1859.137757,4401.121626,29.7,70.3,28.4,71.6,1.3,-1.3
11556,1489.921688,3292.960438,31.15,68.85,29.9,70.1,1.25,-1.25
11557,777.823541,1962.665265,28.38,71.62,27.98,72.02,0.4,-0.4
11558,3149.501609,6632.309443,32.2,67.8,32.3,67.7,-0.1,0.1
11559,3627.591083,8802.337787,29.18,70.82,29.24,70.76,-0.06,0.06
11560,3460.824641,2266.113481,60.43,39.57,64.47,35.53,-4.04,4.04
11561,4150.572949,2691.826877,60.66,39.34,66.16,33.84,-5.5,5.5
11562,976.6164469,905.0106343,51.9,48.1,55.56,44.44,-3.66,3.66
11563,5766.927513,5248.74128,52.35,47.65,55.56,44.44,-3.21,3.21
11564,2792.461668,2180.46754,56.15,43.85,54.81,45.19,1.34,-1.34
11565,3071.420356,2344.108456,56.72,43.28,56.21,43.79,0.51,-0.51
11566,2924.162075,2322.722922,55.73,44.27,55.76,44.24,-0.03,0.03
11567,3409.014351,2389.871933,58.79,41.21,58.01,41.99,0.78,-0.78
11568,2634.914059,1986.541926,57.01,42.99,57.57,42.43,-0.56,0.56
11569,4343.126717,3651.636716,54.32,45.68,49.09,50.91,5.23,-5.23
11570,3251.073546,2312.605061,58.43,41.57,57.15,42.85,1.28,-1.28
11571,4051.957516,1811.771723,69.1,30.9,73.54,26.46,-4.44,4.44
11572,4311.420362,1971.684361,68.62,31.38,73.22,26.78,-4.6,4.6
11573,3801.719464,1411.612277,72.92,27.08,73.91,26.09,-0.99,0.99
11574,2363.173023,869.3310707,73.11,26.89,74.14,25.86,-1.03,1.03
11575,4051.210958,5575.282906,42.08,57.92,40.58,59.42,1.5,-1.5
11576,953.5794167,752.7414763,55.89,44.11,59.44,40.56,-3.55,3.55
11577,1930.609447,2627.824047,42.35,57.65,41.17,58.83,1.18,-1.18
11578,2101.527688,2921.947294,41.83,58.17,41.79,58.21,0.04,-0.04
11579,1666.754354,2561.962667,39.42,60.58,36.47,63.53,2.95,-2.95
11580,2808.003467,2267.560816,55.32,44.68,59.01,40.99,-3.69,3.69
11581,3638.286172,3026.017073,54.59,45.41,59.29,40.71,-4.7,4.7
11582,3655.252158,1649.56435,68.9,31.1,72.41,27.59,-3.51,3.51
11583,1851.233675,781.0634517,70.33,29.67,73.66,26.34,-3.33,3.33
11584,2119.058188,1098.831882,65.85,34.15,70.62,29.38,-4.77,4.77
11585,2326.681858,1231.700687,65.39,34.61,68.23,31.77,-2.84,2.84
11586,4383.82367,2893.262095,60.24,39.76,58.94,41.06,1.3,-1.3
11587,1458.677853,749.4078894,66.06,33.94,68.15,31.85,-2.09,2.09
11588,3076.472441,2012.15481,60.46,39.54,63.87,36.13,-3.41,3.41
11589,3509.071441,2333.131669,60.06,39.94,64.32,35.68,-4.26,4.26
11590,887.0847294,1495.923772,37.23,62.77,34.02,65.98,3.21,-3.21
11591,5782.515834,7474.110368,43.62,56.38,40.3,59.7,3.32,-3.32
11592,0.907588517,2.783701323,24.59,75.41,29.18,70.82,-4.59,4.59
11593,1670.338858,1997.21158,45.54,54.46,52.13,47.87,-6.59,6.59
11594,3695.734321,2475.422464,59.89,40.11,62.52,37.48,-2.63,2.63
11595,3493.658701,2927.314629,54.41,45.59,58.5,41.5,-4.09,4.09
11596,3184.84638,2607.386692,54.98,45.02,58.3,41.7,-3.32,3.32
11597,3599.270366,3628.924045,49.79,50.21,53.78,46.22,-3.99,3.99
11598,6077.377054,3186.929072,65.6,34.4,69.61,30.39,-4.01,4.01
11599,2799.707982,1730.296212,61.8,38.2,60.02,39.98,1.78,-1.78
11600,5494.092222,4301.949229,56.08,43.92,55.34,44.66,0.74,-0.74
11601,1375.7823,597.7711488,69.71,30.29,72.08,27.92,-2.37,2.37
11602,1908.18244,4372.810366,30.38,69.62,34.81,65.19,-4.43,4.43
11603,2037.865616,5493.069746,27.06,72.94,29.41,70.59,-2.35,2.35
11604,4519.759584,9318.763715,32.66,67.34,35.35,64.65,-2.69,2.69
11605,511.1250767,1551.748582,24.78,75.22,26.15,73.85,-1.37,1.37
11606,1425.206469,3640.725444,28.13,71.87,30.72,69.28,-2.59,2.59
11607,4289.480501,6054.63698,41.47,58.53,42.37,57.63,-0.9,0.9
11608,1996.685085,2589.655629,43.54,56.46,42.84,57.16,0.7,-0.7
11609,893.2413491,1397.60047,38.99,61.01,40.44,59.56,-1.45,1.45
19799,5.420930907,8.00068114,40.39,59.61,38.2,61.8,2.19,-2.19
21001,4280.913755,2979.931266,58.96,41.04,53.37,46.63,5.59,-5.59
21002,4331.229311,2755.176477,61.12,38.88,55.34,44.66,5.78,-5.78
21003,8742.236022,5477.985309,61.48,38.52,56.17,43.83,5.31,-5.31
21004,8999.138349,5215.183396,63.31,36.69,58.72,41.28,4.59,-4.59
21005,2587.455189,1598.109196,61.82,38.18,55.66,44.34,6.16,-6.16
21006,2950.898929,1751.271769,62.76,37.24,58.05,41.95,4.71,-4.71
21007,906.6688831,815.0842093,52.66,47.34,53.94,46.06,-1.28,1.28
21008,5090.677478,3286.635306,60.77,39.23,56.7,43.3,4.07,-4.07
21009,1916.728762,1278.010086,60,40,57.46,42.54,2.54,-2.54
21010,2771.579049,1804.685978,60.56,39.44,55.42,44.58,5.14,-5.14
21011,3096.019808,1633.493089,65.46,34.54,60.18,39.82,5.28,-5.28
21012,1965.145632,1587.535405,55.31,44.69,51.53,48.47,3.78,-3.78
21013,707.3223965,979.6663416,41.93,58.07,40.09,59.91,1.84,-1.84
21014,960.8109235,971.7977186,49.72,50.28,48.92,51.08,0.8,-0.8
21015,1112.801619,958.3229315,53.73,46.27,55.07,44.93,-1.34,1.34
21016,2058.7892,1947.146623,51.39,48.61,49.89,50.11,1.5,-1.5
21017,1352.593881,1324.247714,50.53,49.47,49.45,50.55,1.08,-1.08
21018,5007.349996,3355.817677,59.87,40.13,54.82,45.18,5.05,-5.05
21019,4294.014144,2819.562196,60.36,39.64,56.79,43.21,3.57,-3.57
21020,4779.197177,3587.328478,57.12,42.88,51.09,48.91,6.03,-6.03
21021,3216.694474,2187.115726,59.53,40.47,53.48,46.52,6.05,-6.05
21022,6891.550738,5200.510249,56.99,43.01,53.07,46.93,3.92,-3.92
21023,1681.938048,1399.709167,54.58,45.42,48.94,51.06,5.64,-5.64
21024,3014.589991,2625.048059,53.45,46.55,47.45,52.55,6,-6
21025,4209.396558,3152.787648,57.18,42.82,51.11,48.89,6.07,-6.07
21026,2536.640678,2065.907159,55.11,44.89,49.01,50.99,6.1,-6.1
21027,4499.621367,1737.095462,72.15,27.85,62.3,37.7,9.85,-9.85
21028,3466.348414,1811.541007,65.68,34.32,56.54,43.46,9.14,-9.14
21029,1382.729805,1220.372306,53.12,46.88,50.28,49.72,2.84,-2.84
21030,2824.344099,1812.467868,60.91,39.09,51.71,48.29,9.2,-9.2
21031,2093.892927,1150.665676,64.54,35.46,54.75,45.25,9.79,-9.79
21032,1448.996113,1339.189076,51.97,48.03,46.89,53.11,5.08,-5.08
21033,1108.522315,2120.012127,34.34,65.66,30.04,69.96,4.3,-4.3
21034,1784.053963,1644.139381,52.04,47.96,50.57,49.43,1.47,-1.47
21035,1825.828561,1911.390322,48.86,51.14,47.53,52.47,1.33,-1.33
21036,1626.184321,1869.759842,46.52,53.48,44.02,55.98,2.5,-2.5
21037,4482.131091,3300.716515,57.59,42.41,53.02,46.98,4.57,-4.57
21038,8842.558679,4001.528227,68.85,31.15,67.55,32.45,1.3,-1.3
21039,4420.726935,2754.404761,61.61,38.39,58.24,41.76,3.37,-3.37
21040,6781.18958,4457.720305,60.34,39.66,57.73,42.27,2.61,-2.61
21041,7566.311609,6964.120178,52.07,47.93,51.48,48.52,0.59,-0.59
21042,6544.317021,5663.195318,53.61,46.39,49.17,50.83,4.44,-4.44
21043,5965.668059,3901.380304,60.46,39.54,59.45,40.55,1.01,-1.01
21044,3747.804209,3590.776421,51.07,48.93,53.35,46.65,-2.28,2.28
21045,5334.413544,3115.5617,63.13,36.87,61.14,38.86,1.99,-1.99
21046,3119.740402,2630.894627,54.25,45.75,50.41,49.59,3.84,-3.84
21047,5343.124062,3268.286806,62.05,37.95,60.37,39.63,1.68,-1.68
21048,4426.391933,4115.425663,51.82,48.18,53.02,46.98,-1.2,1.2
21049,1658.733423,1295.85649,56.14,43.86,51.84,48.16,4.3,-4.3
21050,7460.867565,6913.291741,51.9,48.1,50.25,49.75,1.65,-1.65
21051,2386.640428,2366.857557,50.21,49.79,51.32,48.68,-1.11,1.11
21052,1409.618837,1504.705249,48.37,51.63,47.28,52.72,1.09,-1.09
21053,6628.907597,5481.873547,54.74,45.26,49.85,50.15,4.89,-4.89
21054,1293.821106,1994.42551,39.35,60.65,39.33,60.67,0.02,-0.02
21055,1285.720787,2069.11959,38.32,61.68,29.68,70.32,8.64,-8.64
21056,3644.346943,3316.061132,52.36,47.64,53.88,46.12,-1.52,1.52
21057,1641.184192,3162.233946,34.17,65.83,39.58,60.42,-5.41,5.41
21058,777.9062024,1577.730478,33.02,66.98,32.68,67.32,0.34,-0.34
21059,1504.715979,2216.550728,40.44,59.56,44.66,55.34,-4.22,4.22
21060,844.9442931,1329.293484,38.86,61.14,41.36,58.64,-2.5,2.5
21061,55.4208573,40.8795282,57.55,42.45,56.27,43.73,1.28,-1.28
21062,621.0828885,994.6346624,38.44,61.56,42.66,57.34,-4.22,4.22
21063,2339.980298,4150.612938,36.05,63.95,41.72,58.28,-5.67,5.67
21064,764.1267199,1448.215787,34.54,65.46,40.49,59.51,-5.95,5.95
21065,796.176958,1406.327481,36.15,63.85,46.36,53.64,-10.21,10.21
21066,4135.432166,7743.237911,34.81,65.19,44.72,55.28,-9.91,9.91
21067,2137.578849,4250.110899,33.46,66.54,43.08,56.92,-9.62,9.62
21068,1358.212136,1506.13642,47.42,52.58,55.62,44.38,-8.2,8.2
21069,1937.691053,2786.582,41.02,58.98,47.22,52.78,-6.2,6.2
21070,715.5799245,1272.384074,36,64,49.21,50.79,-13.21,13.21
21071,937.0475769,1724.620006,35.21,64.79,43.26,56.74,-8.05,8.05
21072,1134.114478,2385.440164,32.22,67.78,39.82,60.18,-7.6,7.6
21073,3153.54928,5591.581477,36.06,63.94,47.92,52.08,-11.86,11.86
21074,5401.131292,9483.126851,36.29,63.71,47.91,52.09,-11.62,11.62
21075,1109.835878,1877.317089,37.15,62.85,46.7,53.3,-9.55,9.55
21076,3880.830666,6238.858554,38.35,61.65,38.31,61.69,0.04,-0.04
21077,1419.112421,2314.733621,38.01,61.99,38.68,61.32,-0.67,0.67
21078,1920.112241,2698.38342,41.57,58.43,43.37,56.63,-1.8,1.8
21079,4542.779335,7675.529782,37.18,62.82,37.53,62.47,-0.35,0.35
21081,2451.032715,6406.635652,27.67,72.33,25.9,74.1,1.77,-1.77
21082,1283.400961,3444.755849,27.14,72.86,25.17,74.83,1.97,-1.97
21083,0.794425087,1.142857143,41.01,58.99,29.91,70.09,11.1,-11.1
21084,1868.166541,4504.301696,29.32,70.68,25.88,74.12,3.44,-3.44
21085,1072.88014,2214.863367,32.63,67.37,29.94,70.06,2.69,-2.69
21086,1347.20319,3100.361403,30.29,69.71,26.59,73.41,3.7,-3.7
21087,2108.307418,2982.241612,41.42,58.58,37.82,62.18,3.6,-3.6
21088,9.986650355,12.2664633,44.88,55.12,44.35,55.65,0.53,-0.53
21089,2124.014559,3305.836089,39.12,60.88,40.14,59.86,-1.02,1.02
21090,2474.400813,4030.283627,38.04,61.96,37.96,62.04,0.08,-0.08
21091,3482.93377,3353.258734,50.95,49.05,46.88,53.12,4.07,-4.07
21092,0.858783717,1.069244894,44.54,55.46,42.76,57.24,1.78,-1.78
21093,6794.962714,7372.604534,47.96,52.04,48.26,51.74,-0.3,0.3
21094,2986.012231,3856.737618,43.64,56.36,42.15,57.85,1.49,-1.49
21095,4870.549442,4268.711908,53.29,46.71,60.5,39.5,-7.21,7.21
21096,3506.068222,4107.81027,46.05,53.95,46.88,53.12,-0.83,0.83
21097,5937.862325,10295.47883,36.58,63.42,35.14,64.86,1.44,-1.44
21098,1033.75195,1689.818621,37.96,62.04,38.64,61.36,-0.68,0.68
21099,1.817378564,4.835374599,27.32,72.68,26.74,73.26,0.58,-0.58
21100,818.782592,1870.987672,30.44,69.56,27.01,72.99,3.43,-3.43
21101,2276.609897,6377.290118,26.31,73.69,24.83,75.17,1.48,-1.48
21102,681.5052974,1707.397674,28.53,71.47,27.02,72.98,1.51,-1.51
21103,2433.335542,6396.312841,27.56,72.44,24.49,75.51,3.07,-3.07
21104,848.417453,2266.401291,27.24,72.76,23.87,76.13,3.37,-3.37
21105,11096.56006,2233.351598,83.25,16.75,75.87,24.13,7.38,-7.38
21106,4948.798056,921.2348343,84.31,15.69,72.72,27.28,11.59,-11.59
21107,5582.817128,1401.696007,79.93,20.07,74.82,25.18,5.11,-5.11
21108,10779.77865,2797.62087,79.4,20.6,75.64,24.36,3.76,-3.76
21109,3807.674087,1592.776795,70.51,29.49,65.64,34.36,4.87,-4.87
21110,3790.143299,1059.435451,78.15,21.85,75.7,24.3,2.45,-2.45
21111,11773.33052,2561.173004,82.13,17.87,82.16,17.84,-0.03,0.03
21112,8226.823184,2111.971554,79.57,20.43,78.68,21.32,0.89,-0.89
21113,4927.623688,2501.071698,66.33,33.67,63.51,36.49,2.82,-2.82
21114,8140.575118,6988.885008,53.81,46.19,54.15,45.85,-0.34,0.34
21115,2911.712922,1026.804644,73.93,26.07,68.27,31.73,5.66,-5.66
21116,4622.585296,2943.721637,61.09,38.91,59.12,40.88,1.97,-1.97
21117,3113.886469,1297.650356,70.59,29.41,69.22,30.78,1.37,-1.37
21118,1585.650149,1222.19792,56.47,43.53,57.36,42.64,-0.89,0.89
21119,1471.531039,956.6216512,60.6,39.4,61.27,38.73,-0.67,0.67
21120,20.31963243,7.891596977,72.03,27.97,67.38,32.62,4.65,-4.65
21121,3206.395879,1282.620659,71.43,28.57,70.34,29.66,1.09,-1.09
21122,3390.580544,1960.623226,63.36,36.64,62.71,37.29,0.65,-0.65
21123,4872.450165,2064.564768,70.24,29.76,70.16,29.84,0.08,-0.08
21124,1599.545577,693.7909662,69.75,30.25,70.9,29.1,-1.15,1.15
21125,1492.682075,1111.147921,57.33,42.67,49.51,50.49,7.82,-7.82
21126,2768.048963,1979.091316,58.31,41.69,50.06,49.94,8.25,-8.25
21127,0.705827937,0.264569843,72.74,27.26,72.31,27.69,0.43,-0.43
21128,4026.042436,3083.489237,56.63,43.37,48.63,51.37,8,-8
21129,4304.825298,2449.924519,63.73,36.27,55.28,44.72,8.45,-8.45
21130,4219.363522,3364.772645,55.63,44.37,48.3,51.7,7.33,-7.33
21131,77.96410337,61.59650583,55.86,44.14,47.6,52.4,8.26,-8.26
21132,3094.053324,2179.359113,58.67,41.33,50.37,49.63,8.3,-8.3
21133,6991.334868,3701.4461,65.38,34.62,58.13,41.87,7.25,-7.25
21134,4479.290421,2448.275638,64.66,35.34,57.57,42.43,7.09,-7.09
21135,1993.056365,3039.656498,39.6,60.4,34.13,65.87,5.47,-5.47
21136,5033.653668,4153.469268,54.79,45.21,48.85,51.15,5.94,-5.94
21137,4813.171744,4723.906857,50.47,49.53,42.81,57.19,7.66,-7.66
21138,2780.790368,4604.827221,37.65,62.35,32.06,67.94,5.59,-5.59
21139,2637.026379,1307.687311,66.85,33.15,75.74,24.26,-8.89,8.89
21140,3238.637098,1232.175373,72.44,27.56,71.67,28.33,0.77,-0.77
21141,2888.873143,1118.579982,72.09,27.91,75.15,24.85,-3.06,3.06
21142,3603.538633,1290.374783,73.63,26.37,75.27,24.73,-1.64,1.64
21143,4971.869434,1675.789031,74.79,25.21,76.2,23.8,-1.41,1.41
21144,9504.090269,5574.257183,63.03,36.97,67.42,32.58,-4.39,4.39
21145,3690.333531,946.7936592,79.58,20.42,76.18,23.82,3.4,-3.4
21146,1799.339259,1924.754502,48.32,51.68,42.41,57.59,5.91,-5.91
21147,3133.48044,4566.275158,40.7,59.3,34.29,65.71,6.41,-6.41
21148,3983.59721,5776.126607,40.82,59.18,35.96,64.04,4.86,-4.86
21149,4704.966627,6011.311271,43.9,56.1,36.5,63.5,7.4,-7.4
21150,3529.283672,4379.467232,44.63,55.37,38.11,61.89,6.52,-6.52
21151,5133.479079,5648.520953,47.61,52.39,41.19,58.81,6.42,-6.42
21152,3408.695298,4145.01252,45.13,54.87,37.53,62.47,7.6,-7.6
21153,5471.463116,6880.330362,44.3,55.7,37.75,62.25,6.55,-6.55
21154,1636.898919,1836.14882,47.13,52.87,40.51,59.49,6.62,-6.62
21155,3739.003185,4793.970931,43.82,56.18,35.59,64.41,8.23,-8.23
21156,2419.228524,3257.668457,42.62,57.38,43.97,56.03,-1.35,1.35
21157,4145.027791,5705.146667,42.08,57.92,41.35,58.65,0.73,-0.73
21159,3370.19011,5499.305201,38,62,38.4,61.6,-0.4,0.4
21160,2910.101254,3914.271063,42.64,57.36,43.38,56.62,-0.74,0.74
21161,5386.078394,4879.392782,52.47,47.53,47.06,52.94,5.41,-5.41
21162,2641.730114,2578.635615,50.6,49.4,47.62,52.38,2.98,-2.98
21163,3822.628305,3325.280791,53.48,46.52,49.23,50.77,4.25,-4.25
21164,3838.376836,3844.66931,49.96,50.04,45.31,54.69,4.65,-4.65
21165,2141.021144,2119.996216,50.25,49.75,48.21,51.79,2.04,-2.04
21166,2320.156055,2251.348418,50.75,49.25,49.46,50.54,1.29,-1.29
21167,2331.324402,2613.407216,47.15,52.85,39.83,60.17,7.32,-7.32
21168,3122.295818,4890.074301,38.97,61.03,35.48,64.52,3.49,-3.49
21169,4670.028152,7694.002968,37.77,62.23,32.77,67.23,5,-5
21170,3266.914597,5151.810779,38.81,61.19,35.62,64.38,3.19,-3.19
21171,2770.417018,3272.791112,45.84,54.16,41.29,58.71,4.55,-4.55
21172,4216.920492,5578.891174,43.05,56.95,38.04,61.96,5.01,-5.01
21173,3947.246136,5715.007663,40.85,59.15,36.25,63.75,4.6,-4.6
21174,5539.095671,6072.524376,47.7,52.3,43.19,56.81,4.51,-4.51
21176,4313.4639,3464.2318,55.46,44.54,48.36,51.64,7.1,-7.1
21177,4177.671796,4025.135723,50.93,49.07,46.52,53.48,4.41,-4.41
21178,3698.186716,4701.607437,44.03,55.97,41.9,58.1,2.13,-2.13
21179,2742.452992,2537.290745,51.94,48.06,46.44,53.56,5.5,-5.5
21180,1989.264929,1542.813009,56.32,43.68,51.24,48.76,5.08,-5.08
21181,2447.209124,2095.000469,53.88,46.12,45.44,54.56,8.44,-8.44
21182,2711.955617,2591.057723,51.14,48.86,46.04,53.96,5.1,-5.1
21183,2655.182036,2201.013583,54.68,45.32,50.77,49.23,3.91,-3.91
21184,9.189381098,8.038024687,53.34,46.66,50.6,49.4,2.74,-2.74
21185,3326.743021,2801.48001,54.29,45.71,49.11,50.89,5.18,-5.18
21186,4500.18989,3070.180625,59.44,40.56,52.82,47.18,6.62,-6.62
21187,1708.700628,1219.924329,58.34,41.66,54.05,45.95,4.29,-4.29
21188,6565.949795,5147.114931,56.06,43.94,50.97,49.03,5.09,-5.09
21189,4094.448939,3143.886118,56.57,43.43,49.87,50.13,6.7,-6.7
21190,3887.165004,3082.076684,55.78,44.22,49.26,50.74,6.52,-6.52
21191,2297.691882,1750.28524,56.76,43.24,51.11,48.89,5.65,-5.65
21192,0.603406326,0.351175994,63.21,36.79,62.42,37.58,0.79,-0.79
21193,6281.845678,4992.442105,55.72,44.28,48.99,51.01,6.73,-6.73
21194,4372.033609,6615.611833,39.79,60.21,34.44,65.56,5.35,-5.35
21195,4724.717708,6040.099881,43.89,56.11,38.86,61.14,5.03,-5.03
21196,2648.23453,2016.522028,56.77,43.23,57.75,42.25,-0.98,0.98
21197,6569.297447,5647.87329,53.77,46.23,51.68,48.32,2.09,-2.09
21198,4894.265023,3482.348136,58.43,41.57,53.78,46.22,4.65,-4.65
21199,4498.170499,2325.291179,65.92,34.08,63.19,36.81,2.73,-2.73
21200,3926.316421,2639.879289,59.8,40.2,54.46,45.54,5.34,-5.34
21201,2488.419785,2152.457802,53.62,46.38,48.96,51.04,4.66,-4.66
21202,5293.565156,4246.186553,55.49,44.51,52.51,47.49,2.98,-2.98
21203,5737.492764,4260.583896,57.39,42.61,53.69,46.31,3.7,-3.7
21204,2878.443855,2244.803175,56.18,43.82,55.3,44.7,0.88,-0.88
21205,2510.47596,1329.54412,65.38,34.62,63.05,36.95,2.33,-2.33
21207,8715.602452,2885.836235,75.13,24.87,73.63,26.37,1.5,-1.5
21208,7796.010852,2767.918219,73.8,26.2,72.75,27.25,1.05,-1.05
21209,7015.774821,6058.965879,53.66,46.34,50.6,49.4,3.06,-3.06
21210,1021.200321,621.6458935,62.16,37.84,57.58,42.42,4.58,-4.58
21211,960.2103855,874.3250223,52.34,47.66,55.34,44.66,-3,3
21212,1475.799379,1119.139401,56.87,43.13,53.02,46.98,3.85,-3.85
21213,2535.635039,2577.185474,49.59,50.41,48.5,51.5,1.09,-1.09
21214,1855.949165,1849.610333,50.09,49.91,46.75,53.25,3.34,-3.34
21215,4161.861913,3537.164599,54.06,45.94,52.35,47.65,1.71,-1.71
21216,1986.986582,820.5996335,70.77,29.23,65.26,34.74,5.51,-5.51
21217,1821.507218,785.2197806,69.88,30.12,63.83,36.17,6.05,-6.05
21219,7620.090033,2283.538856,76.94,23.06,74.95,25.05,1.99,-1.99
21220,6397.875958,2827.599975,69.35,30.65,66.65,33.35,2.7,-2.7
21221,4159.555869,1697.493757,71.02,28.98,67.47,32.53,3.55,-3.55
21223,7004.14012,1982.660886,77.94,22.06,77.05,22.95,0.89,-0.89
21224,5044.046147,3798.032044,57.05,42.95,58.24,41.76,-1.19,1.19
21225,2203.758627,2045.924269,51.86,48.14,53.72,46.28,-1.86,1.86
21226,2274.706303,1773.036573,56.2,43.8,58.05,41.95,-1.85,1.85
21227,1.574217327,1.357544476,53.7,46.3,54.52,45.48,-0.82,0.82
21228,2270.90392,2100.598197,51.95,48.05,56.71,43.29,-4.76,4.76
21229,7990.962956,5719.682706,58.28,41.72,59.32,40.68,-1.04,1.04
21230,2044.063203,1732.857185,54.12,45.88,53.5,46.5,0.62,-0.62
21231,2937.300809,2517.198036,53.85,46.15,53.54,46.46,0.31,-0.31
21232,3749.575792,3441.152252,52.14,47.86,51.4,48.6,0.74,-0.74
21233,1025.724246,812.0084479,55.81,44.19,48.5,51.5,7.31,-7.31
21234,1322.50804,1089.685495,54.83,45.17,54.63,45.37,0.2,-0.2
21235,2623.521391,2387.271367,52.36,47.64,51.78,48.22,0.58,-0.58
21236,2778.07203,821.6606882,77.17,22.83,73.35,26.65,3.82,-3.82
21237,4061.244096,1343.096096,75.15,24.85,73.29,26.71,1.86,-1.86
21239,8060.592221,3362.166762,70.57,29.43,66.39,33.61,4.18,-4.18
21240,4046.876352,3304.134682,55.05,44.95,57.08,42.92,-2.03,2.03
21241,8346.19101,6727.732196,55.37,44.63,56.95,43.05,-1.58,1.58
21242,3051.360823,996.6758729,75.38,24.62,75.11,24.89,0.27,-0.27
21243,4535.039996,1379.550952,76.68,23.32,76.96,23.04,-0.28,0.28
