SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
7105614,NT,Lingiari,50.29,73.48,123.77000000000001,40.63,59.37,8.3
7105615,NT,Lingiari,46.11,63.62,109.72999999999999,42.02,57.98,9.21
7105701,NT,Lingiari,8.04,16.28,24.32,33.05,66.95,2.66
7105702,NT,Lingiari,30.15,58.73,88.88,33.92,66.08,2.59
7105703,NT,Lingiari,126.5,141.6,268.1,47.2,52.8,6.61
7105704,NT,Lingiari,27.12,45.41,72.53,37.39,62.61,-1.33
7105705,NT,Lingiari,57.15,89.99,147.14,38.84,61.16,3.61
7105706,NT,Lingiari,25.19,37.1,62.290000000000006,40.44,59.56,4.09
7105707,NT,Lingiari,37.94,55.46,93.4,40.62,59.38,3.97
7105708,NT,Lingiari,149.9,153.2,303.1,49.45,50.55,6.36
7105710,NT,Lingiari,48.89,65.99,114.88,42.56,57.44,4.35
7105711,NT,Lingiari,111.7,133.5,245.2,45.55,54.45,4.09
7105712,NT,Lingiari,11.54,21.34,32.879999999999995,35.1,64.9,2.95
7105714,NT,Lingiari,85.77,81.8,167.57,51.18,48.82,6.44
7105715,NT,Lingiari,4.16,5.27,9.43,44.11,55.89,4.25
7105716,NT,Lingiari,30.91,25.84,56.75,54.47,45.53,5.66
7105717,NT,Lingiari,24.9,41.05,65.94999999999999,37.76,62.24,3.63
7105801,NT,Lingiari,49.7,131.2,180.89999999999998,27.47,72.53,-4.97
7105802,NT,Lingiari,12.04,33.44,45.48,26.48,73.52,-5.21
7105803,NT,Lingiari,41.59,89,130.59,31.85,68.15,-3.97
7105804,NT,Lingiari,30.35,87.36,117.71000000000001,25.79,74.21,-5.86
7105805,NT,Lingiari,13.61,41.48,55.089999999999996,24.7,75.3,-5.88
7105806,NT,Lingiari,8.11,17.09,25.2,32.18,67.82,-2.67
7105807,NT,Lingiari,17.45,25.43,42.879999999999995,40.7,59.3,-0.74
7105808,NT,Lingiari,25.62,27.83,53.45,47.93,52.07,1.74
7105901,NT,Lingiari,206.6,560.4,767,26.94,73.06,-5.26
7105902,NT,Lingiari,10.68,28.65,39.33,27.16,72.84,-4.73
7106001,NT,Lingiari,5.88,14.29,20.169999999999998,29.15,70.85,-7.44
7106002,NT,Lingiari,5.58,14.54,20.119999999999997,27.72,72.28,-5.33
7106003,NT,Lingiari,181.5,544.7,726.2,24.99,75.01,-6.89
7106004,NT,Lingiari,45.61,138.8,184.41000000000003,24.73,75.27,-7.1
7106005,NT,Lingiari,55.44,167.3,222.74,24.89,75.11,-7.17
7106101,NT,Lingiari,109.8,215.7,325.5,33.73,66.27,1.96
7106102,NT,Lingiari,20.13,55.67,75.8,26.55,73.45,-6.59
7106103,NT,Lingiari,178.5,392.6,571.1,31.26,68.74,-0.83
7106104,NT,Lingiari,13.33,31.44,44.77,29.77,70.23,-1.23
7106105,NT,Lingiari,4.68,7.46,12.14,38.53,61.47,2.03
7106106,NT,Lingiari,8.04,17.12,25.16,31.96,68.04,0.13
7106107,NT,Lingiari,11.23,17.82,29.05,38.66,61.34,2.2
7106108,NT,Lingiari,38.89,119.2,158.09,24.59,75.41,-6.84
7106201,NT,Lingiari,16.66,28.73,45.39,36.7,63.3,5.8
7106202,NT,Lingiari,59.08,85.4,144.48000000000002,40.89,59.11,7.18
7106203,NT,Lingiari,39.38,64.99,104.37,37.73,62.27,6.94
7106205,NT,Lingiari,51.21,83.37,134.58,38.05,61.95,6.07
7106206,NT,Lingiari,48.51,62.16,110.66999999999999,43.83,56.17,7.3
7106207,NT,Lingiari,9.6,13.25,22.85,42.01,57.99,6.92
7106209,NT,Lingiari,4.74,7.59,12.33,38.42,61.58,7.39
7106301,NT,Lingiari,4.17,19.04,23.21,17.95,82.05,-13.4
7106302,NT,Lingiari,3.99,25.42,29.410000000000004,13.58,86.42,-17.8
7106303,NT,Lingiari,45.47,254.2,299.66999999999996,15.18,84.82,-17
7106304,NT,Lingiari,21.09,96.72,117.81,17.9,82.1,-12.8
7106305,NT,Lingiari,59.01,286,345.01,17.11,82.89,-15.6
7106306,NT,Lingiari,3.42,14.17,17.59,19.44,80.56,-12
7106307,NT,Lingiari,105,539.8,644.8,16.28,83.72,-16.1
7106308,NT,Lingiari,73.07,279.1,352.17,20.75,79.25,-11
7106309,NT,Lingiari,48.81,236.9,285.71000000000004,17.09,82.91,-15.7
7106310,NT,Lingiari,6.68,39.53,46.21,14.46,85.54,-16.4
7106311,NT,Lingiari,17.53,71.04,88.57000000000001,19.79,80.21,-11.7
7106312,NT,Lingiari,6.19,26.44,32.63,18.96,81.04,-12.1
7106313,NT,Lingiari,14.64,34.8,49.44,29.62,70.38,-0.67
7106314,NT,Lingiari,5.38,33.92,39.300000000000004,13.7,86.3,-17.2
7106315,NT,Lingiari,3.94,21.16,25.1,15.71,84.29,-15.4
7106316,NT,Lingiari,1.7,3.05,4.75,35.88,64.12,2.79
7106317,NT,Lingiari,4.69,8.57,13.260000000000002,35.36,64.64,-2.62
7106401,NT,Lingiari,0.6,1.3,1.9,31.68,68.32,1.3
7106402,NT,Lingiari,73.65,139.1,212.75,34.61,65.39,0.03
7106407,NT,Lingiari,57.09,113.9,170.99,33.38,66.62,0.05
7106408,NT,Lingiari,39.92,77.69,117.61,33.94,66.06,-2.5
7106409,NT,Lingiari,31.87,52.83,84.7,37.63,62.37,1.51
7106410,NT,Lingiari,29.57,54.27,83.84,35.27,64.73,1.26
7106411,NT,Lingiari,45.62,92.21,137.82999999999998,33.1,66.9,0.19
7106412,NT,Lingiari,38.76,78.03,116.78999999999999,33.18,66.82,0.03
7106413,NT,Lingiari,47.48,90.01,137.49,34.53,65.47,-0.22
7106414,NT,Lingiari,25.38,47.1,72.48,35.01,64.99,0.7
7106415,NT,Lingiari,30.95,64.06,95.01,32.58,67.42,-0.34
7106416,NT,Lingiari,31.7,60.27,91.97,34.47,65.53,0.44
7106501,NT,Lingiari,37.65,99.82,137.47,27.39,72.61,-4.38
7106502,NT,Lingiari,58.45,142.6,201.05,29.07,70.93,-3.66
7106503,NT,Lingiari,15.45,15.02,30.47,50.71,49.29,5.54
7106504,NT,Lingiari,27.89,47.08,74.97,37.2,62.8,5.47
7106505,NT,Lingiari,13.43,27.47,40.9,32.84,67.16,-3.3
7106506,NT,Lingiari,36.83,69.85,106.67999999999999,34.52,65.48,-2.12
7106507,NT,Lingiari,24.95,69.7,94.65,26.36,73.64,-5.41
7106508,NT,Lingiari,43.28,39.56,82.84,52.24,47.76,1.41
7106601,NT,Lingiari,32.93,88.71,121.63999999999999,27.07,72.93,-7.33
7106602,NT,Lingiari,42.89,91.01,133.9,32.03,67.97,-5.46
7106603,NT,Lingiari,8.63,15.75,24.380000000000003,35.4,64.6,-2.47
7106604,NT,Lingiari,84.68,142.4,227.08,37.28,62.72,5.97
7106605,NT,Lingiari,4.51,4.97,9.48,47.58,52.42,3.93
7106606,NT,Lingiari,73.98,128.5,202.48000000000002,36.53,63.47,5.61
7106607,NT,Lingiari,8.83,19.79,28.619999999999997,30.85,69.15,-2.73
7106608,NT,Lingiari,113.6,286.8,400.4,28.37,71.63,-4.11
7106610,NT,Lingiari,0.42,1.45,1.8699999999999999,22.56,77.44,-7.82
7106611,NT,Lingiari,23.24,69.74,92.97999999999999,25,75,-6.25
7106612,NT,Lingiari,14.04,39.21,53.25,26.36,73.64,-6.32
7106613,NT,Lingiari,22.33,59.14,81.47,27.41,72.59,-6.28
7106614,NT,Lingiari,12.94,39.08,52.019999999999996,24.88,75.12,-7.46
7106701,NT,Lingiari,85.25,67.58,152.82999999999998,55.78,44.22,7.79
7106702,NT,Lingiari,156.5,128,284.5,55.01,44.99,7.35
7106703,NT,Lingiari,93.74,79.78,173.51999999999998,54.02,45.98,6.89
7106704,NT,Lingiari,96.82,86.33,183.14999999999998,52.86,47.14,6.52
7106705,NT,Lingiari,89.37,75.46,164.82999999999998,54.22,45.78,7.15
7106706,NT,Lingiari,64.86,66.54,131.4,49.36,50.64,5.24
7106707,NT,Lingiari,137.3,125.7,263,52.21,47.79,6.62
7106708,NT,Lingiari,126.1,109.4,235.5,53.55,46.45,6.73
7106709,NT,Lingiari,66.93,56.14,123.07000000000001,54.38,45.62,7.3
7106710,NT,Lingiari,11.22,8.87,20.09,55.84,44.16,7.51
7106711,NT,Lingiari,79.49,61.57,141.06,56.35,43.65,7.75
7106712,NT,Lingiari,133.1,102.4,235.5,56.52,43.48,7.84
7106713,NT,Lingiari,14.09,28.83,42.92,32.82,67.18,-2.05
7106714,NT,Lingiari,16.46,34.94,51.4,32.03,67.97,-2.44
7106715,NT,Lingiari,103.6,84.34,187.94,55.12,44.88,7.39
7106716,NT,Lingiari,37.57,33.22,70.78999999999999,53.07,46.93,6.56
7106717,NT,Lingiari,276.7,190.1,466.79999999999995,59.28,40.72,2.45
7106718,NT,Lingiari,119.8,99.6,219.39999999999998,54.6,45.4,6.92
7106720,NT,Lingiari,77.61,74.84,152.45,50.91,49.09,6.22
7106721,NT,Lingiari,25.04,20.72,45.76,54.72,45.28,7.1
7106722,NT,Lingiari,115.7,87.45,203.15,56.94,43.06,7.56
7106723,NT,Lingiari,75.38,74.12,149.5,50.42,49.58,5.91
7106724,NT,Lingiari,88.66,86.4,175.06,50.65,49.35,5.34
7106725,NT,Lingiari,53.08,48.09,101.17,52.47,47.53,6.56
7106726,NT,Lingiari,104.3,92.12,196.42000000000002,53.11,46.89,6.63
7106727,NT,Lingiari,128.2,114.1,242.29999999999998,52.92,47.08,6.44
7106801,NT,Lingiari,2.53,2.28,4.81,52.64,47.36,11.98
7106802,NT,Lingiari,27.22,58.39,85.61,31.8,68.2,-3.81
7106803,NT,Lingiari,7.42,16.4,23.82,31.16,68.84,-2.62
7106804,NT,Lingiari,12.05,22.81,34.86,34.57,65.43,-2.53
7106805,NT,Lingiari,13.71,45.99,59.7,22.97,77.03,-8.53
7106806,NT,Lingiari,39.66,109.9,149.56,26.52,73.48,-6.66
7106807,NT,Lingiari,50.85,120.1,170.95,29.75,70.25,-6.02
7106808,NT,Lingiari,18.96,27.87,46.83,40.49,59.51,-1.36
7106809,NT,Lingiari,22.66,55.39,78.05,29.03,70.97,-4.49
7106810,NT,Lingiari,7,15.88,22.880000000000003,30.59,69.41,-4
7106811,NT,Lingiari,9.1,6.31,15.41,59.04,40.96,8.13
7106812,NT,Lingiari,12.09,15.67,27.759999999999998,43.55,56.45,-1.59
9100102,NT,Lingiari,0.45,1.5,1.95,22.96,77.04,-7.41
9100103,NT,Lingiari,28.43,73.48,101.91,27.9,72.1,-7.41
9100104,NT,Lingiari,53.82,150,203.82,26.4,73.6,-7.41
9100105,NT,Lingiari,44.4,112.8,157.2,28.25,71.75,-7.4
9100201,NT,Lingiari,43.99,216.5,260.49,16.89,83.11,-16.4
9100202,NT,Lingiari,12.96,43.35,56.31,23.01,76.99,-15.3
3136201,QLD,Longman,178.7,136.5,315.2,56.7,43.3,3.61
3136202,QLD,Longman,163.2,130.7,293.9,55.52,44.48,2.96
3136203,QLD,Longman,489.2,385.1,874.3,55.95,44.05,2.55
3136205,QLD,Longman,225.3,159.2,384.5,58.6,41.4,3.64
3136206,QLD,Longman,364.8,267.8,632.6,57.66,42.34,4.05
3136207,QLD,Longman,99.85,76.74,176.58999999999997,56.54,43.46,5.1
3136208,QLD,Longman,203.4,147.9,351.3,57.91,42.09,3.04
3136209,QLD,Longman,147.4,111.7,259.1,56.9,43.1,3.39
3136210,QLD,Longman,143,108.1,251.1,56.95,43.05,5.94
3136211,QLD,Longman,118.3,99.16,217.45999999999998,54.4,45.6,2.22
3136212,QLD,Longman,101,82.67,183.67000000000002,54.98,45.02,2.41
3136213,QLD,Longman,128.8,107.5,236.3,54.51,45.49,2.96
3136214,QLD,Longman,269.8,226.6,496.4,54.35,45.65,3.03
3136215,QLD,Longman,143,124.7,267.7,53.42,46.58,4.19
3136216,QLD,Longman,136.1,118,254.1,53.56,46.44,4.14
3136217,QLD,Longman,202.4,174.1,376.5,53.75,46.25,4.03
3136218,QLD,Longman,107.6,92.61,200.20999999999998,53.75,46.25,4.24
3136219,QLD,Longman,248.6,217.4,466,53.35,46.65,4.15
3136220,QLD,Longman,159.4,139.8,299.20000000000005,53.28,46.72,4.09
3136221,QLD,Longman,185.9,155,340.9,54.54,45.46,4.33
3136222,QLD,Longman,86.75,74.87,161.62,53.68,46.32,3.92
3136223,QLD,Longman,123.9,91,214.9,57.66,42.34,4.14
3136224,QLD,Longman,212.1,150.9,363,58.42,41.58,3.93
3136225,QLD,Longman,108.7,78.53,187.23000000000002,58.06,41.94,3.75
3136226,QLD,Longman,221.5,158.6,380.1,58.28,41.72,4.14
3136227,QLD,Longman,257.1,185.3,442.40000000000003,58.12,41.88,4.18
3136228,QLD,Longman,174.9,125.1,300,58.31,41.69,4.14
3136229,QLD,Longman,183.6,151.5,335.1,54.79,45.21,2.34
3136230,QLD,Longman,188.4,157.2,345.6,54.51,45.49,1.79
3136231,QLD,Longman,262.5,224.4,486.9,53.91,46.09,4.12
3136232,QLD,Longman,125,92.34,217.34,57.51,42.49,5.94
3136301,QLD,Longman,183.6,123.6,307.2,59.75,40.25,4
3136302,QLD,Longman,292.3,193,485.3,60.23,39.77,4.14
3136303,QLD,Longman,182.4,121.3,303.7,60.05,39.95,4.09
3136304,QLD,Longman,156.6,122.5,279.1,56.09,43.91,2.22
3136305,QLD,Longman,151.7,116.1,267.79999999999995,56.64,43.36,2.66
3136306,QLD,Longman,229.5,165,394.5,58.18,41.82,3.84
3136307,QLD,Longman,97.35,67.78,165.13,58.95,41.05,3.82
3136308,QLD,Longman,148.8,109.8,258.6,57.56,42.44,3.62
3136309,QLD,Longman,181,130.7,311.7,58.06,41.94,3.47
3136310,QLD,Longman,129.9,93.83,223.73000000000002,58.05,41.95,3.52
3136311,QLD,Longman,145.9,108.6,254.5,57.34,42.66,3.38
3136312,QLD,Longman,176.3,117.1,293.4,60.08,39.92,4.01
3136313,QLD,Longman,88.36,70.65,159.01,55.57,44.43,1.7
3136314,QLD,Longman,203.7,156.7,360.4,56.52,43.48,2.46
3136315,QLD,Longman,209.8,161.4,371.20000000000005,56.52,43.48,2.47
3136316,QLD,Longman,179,139.5,318.5,56.2,43.8,2.27
3136317,QLD,Longman,193.4,141.9,335.3,57.69,42.31,3.44
3136318,QLD,Longman,146.6,109.8,256.4,57.18,42.82,2.49
3136319,QLD,Longman,538,379.2,917.2,58.66,41.34,3.56
3136322,QLD,Longman,296,193.1,489.1,60.51,39.49,4.19
3136323,QLD,Longman,211.9,154.6,366.5,57.82,42.18,2.89
3136324,QLD,Longman,520.4,354.5,874.9,59.48,40.52,3.95
3136325,QLD,Longman,103.2,74.65,177.85000000000002,58.02,41.98,4.21
3136326,QLD,Longman,194.6,127.6,322.2,60.4,39.6,4.32
3136327,QLD,Longman,93.19,60.79,153.98,60.52,39.48,4.32
3136328,QLD,Longman,109.3,69.88,179.18,61,39,4.22
3136329,QLD,Longman,253.7,178.6,432.29999999999995,58.69,41.31,4.22
3136331,QLD,Longman,294.3,214.8,509.1,57.81,42.19,2.8
3136332,QLD,Longman,243.6,161.3,404.9,60.16,39.84,4.15
3136333,QLD,Longman,147.9,107,254.9,58.03,41.97,3.56
3136334,QLD,Longman,118.9,87.61,206.51,57.57,42.43,2.77
3136335,QLD,Longman,198.7,142.7,341.4,58.21,41.79,4.21
3136336,QLD,Longman,270.1,192.7,462.8,58.37,41.63,3.92
3136337,QLD,Longman,109,73.49,182.49,59.73,40.27,4.21
3136338,QLD,Longman,182.6,121.2,303.8,60.1,39.9,4.09
3136339,QLD,Longman,132.3,86.81,219.11,60.38,39.62,4.14
3136340,QLD,Longman,192.4,127.5,319.9,60.14,39.86,4.11
3136341,QLD,Longman,191.9,136.8,328.70000000000005,58.38,41.62,3.92
3136342,QLD,Longman,142,96.93,238.93,59.43,40.57,4.43
3136343,QLD,Longman,200.1,140.6,340.7,58.74,41.26,4.09
3136344,QLD,Longman,74.79,50.37,125.16,59.76,40.24,3.99
3136345,QLD,Longman,215.9,141.1,357,60.48,39.52,4.33
3136401,QLD,Longman,443.3,385.3,828.6,53.5,46.5,5.45
3136402,QLD,Longman,135.7,113.3,249,54.51,45.49,6.21
3136403,QLD,Longman,161.3,131.8,293.1,55.04,44.96,6.06
3136404,QLD,Longman,132.5,110.1,242.6,54.62,45.38,5.69
3136405,QLD,Longman,154.7,127.3,282,54.85,45.15,4.67
3136406,QLD,Longman,207,169.8,376.8,54.94,45.06,6.12
3136407,QLD,Longman,117.2,97.1,214.3,54.69,45.31,5.45
3136408,QLD,Longman,143.5,118.1,261.6,54.87,45.13,6.33
3136409,QLD,Longman,120.4,97.98,218.38,55.13,44.87,5.76
3136410,QLD,Longman,82.97,69.1,152.07,54.56,45.44,5.95
3136501,QLD,Longman,121.5,120.2,241.7,50.27,49.73,3.23
3136502,QLD,Longman,92.63,83.94,176.57,52.46,47.54,0.07
3136503,QLD,Longman,83.51,85.97,169.48000000000002,49.27,50.73,3.26
3136504,QLD,Longman,137.5,139.8,277.3,49.57,50.43,3.63
3136505,QLD,Longman,123.4,128,251.4,49.08,50.92,3.87
3136506,QLD,Longman,84.39,82.69,167.07999999999998,50.51,49.49,3.86
3136507,QLD,Longman,286.4,302.7,589.0999999999999,48.62,51.38,3.11
3136508,QLD,Longman,190.4,163.8,354.20000000000005,53.75,46.25,4.73
3136509,QLD,Longman,116.5,101.3,217.8,53.49,46.51,5.14
3136510,QLD,Longman,196.8,181.2,378,52.07,47.93,3.88
3136511,QLD,Longman,120.6,120.4,241,50.05,49.95,2.47
3136512,QLD,Longman,38.52,36.09,74.61000000000001,51.63,48.37,2.83
3136513,QLD,Longman,209.6,201,410.6,51.04,48.96,3.66
3136514,QLD,Longman,77.39,77.67,155.06,49.91,50.09,4.75
3136515,QLD,Longman,128.5,129.9,258.4,49.72,50.28,4.76
3136516,QLD,Longman,327.6,346.3,673.9000000000001,48.61,51.39,3.36
3136517,QLD,Longman,175.3,188.7,364,48.17,51.83,3.08
3136518,QLD,Longman,88.16,88.93,177.09,49.78,50.22,4.32
3136519,QLD,Longman,79.59,81.69,161.28,49.35,50.65,5.05
3136520,QLD,Longman,152.6,150.4,303,50.37,49.63,3.75
3136521,QLD,Longman,151.9,140.7,292.6,51.91,48.09,3.23
3136522,QLD,Longman,86.58,78.76,165.34,52.36,47.64,4.33
3136523,QLD,Longman,113.3,111.3,224.6,50.45,49.55,3.91
3136524,QLD,Longman,588.9,591.8,1180.6999999999998,49.88,50.12,3.28
3136525,QLD,Longman,201.3,198.9,400.20000000000005,50.3,49.7,3.43
3136526,QLD,Longman,49.45,45.41,94.86,52.13,47.87,3.97
3136527,QLD,Longman,229,222.7,451.7,50.7,49.3,4.58
3136528,QLD,Longman,162.1,155.8,317.9,51,49,1.8
3136529,QLD,Longman,385.9,382,767.9,50.25,49.75,2.95
3136530,QLD,Longman,147.8,150.3,298.1,49.58,50.42,3.2
3136531,QLD,Longman,200.5,207.9,408.4,49.1,50.9,2.95
3136532,QLD,Longman,118.7,131,249.7,47.55,52.45,2.94
3136533,QLD,Longman,151.8,159.8,311.6,48.72,51.28,2.95
3136534,QLD,Longman,294.3,317.3,611.6,48.12,51.88,2.89
3136535,QLD,Longman,184.6,200.9,385.5,47.88,52.12,3.07
3136536,QLD,Longman,52.98,61.13,114.11,46.43,53.57,2.8
3136537,QLD,Longman,178.9,198.7,377.6,47.38,52.62,2.91
3136538,QLD,Longman,224.1,245.4,469.5,47.73,52.27,3.11
3136539,QLD,Longman,126.8,128.5,255.3,49.66,50.34,4.14
3136540,QLD,Longman,130.2,127.7,257.9,50.5,49.5,4.22
3136541,QLD,Longman,120.9,121.4,242.3,49.9,50.1,4.53
3136542,QLD,Longman,118.8,118.1,236.89999999999998,50.15,49.85,4.35
3136543,QLD,Longman,105.2,116.5,221.7,47.46,52.54,2.49
3136544,QLD,Longman,91.22,91.09,182.31,50.04,49.96,4.57
3136545,QLD,Longman,171.5,186.6,358.1,47.89,52.11,2.97
3136546,QLD,Longman,91.5,93.82,185.32,49.38,50.62,2.96
3136547,QLD,Longman,58.72,58.5,117.22,50.09,49.91,2.14
3136548,QLD,Longman,120.5,133.9,254.4,47.37,52.63,2.92
3136601,QLD,Longman,136.3,137.8,274.1,49.74,50.26,5.43
3136602,QLD,Longman,93.21,92.95,186.16,50.07,49.93,4.98
3136603,QLD,Longman,115.6,113.9,229.5,50.37,49.63,6.11
3136604,QLD,Longman,91.5,88.11,179.61,50.94,49.06,5.5
3136605,QLD,Longman,88.69,84.96,173.64999999999998,51.07,48.93,4.96
3136606,QLD,Longman,64.78,66.18,130.96,49.47,50.53,5.98
3136607,QLD,Longman,278,267.1,545.1,50.99,49.01,5.6
3136608,QLD,Longman,174.5,169.7,344.2,50.71,49.29,5.86
3136609,QLD,Longman,139.4,139.4,278.8,49.99,50.01,5.02
3136610,QLD,Longman,116.6,116,232.6,50.13,49.87,4.34
3136611,QLD,Longman,138.3,135.8,274.1,50.46,49.54,5.56
3136613,QLD,Longman,147.1,145.3,292.4,50.31,49.69,4.32
3136615,QLD,Longman,192.2,186.2,378.4,50.78,49.22,5.51
3136616,QLD,Longman,136.2,141.5,277.7,49.05,50.95,5.06
3136617,QLD,Longman,161.5,162.2,323.7,49.89,50.11,5.1
3136618,QLD,Longman,111.7,106.8,218.5,51.12,48.88,4.73
3136619,QLD,Longman,96.67,93.31,189.98000000000002,50.88,49.12,6.11
3136620,QLD,Longman,141.5,136.3,277.8,50.94,49.06,6.15
3136621,QLD,Longman,136.7,139.4,276.1,49.5,50.5,4.9
3136622,QLD,Longman,151.5,148.4,299.9,50.53,49.47,5.95
3136623,QLD,Longman,415.7,413.5,829.2,50.13,49.87,5.51
3136624,QLD,Longman,136.5,135.9,272.4,50.12,49.88,4.72
3136625,QLD,Longman,114.2,114.2,228.4,50,50,4.46
3136626,QLD,Longman,95.94,94.79,190.73000000000002,50.3,49.7,4.53
3136627,QLD,Longman,121.3,123,244.3,49.65,50.35,5.43
3136628,QLD,Longman,91.16,96.76,187.92000000000002,48.51,51.49,5.5
3136629,QLD,Longman,78.95,77.52,156.47,50.46,49.54,4.55
3136630,QLD,Longman,113.4,112.7,226.10000000000002,50.16,49.84,5.38
3136631,QLD,Longman,301.5,290.3,591.8,50.95,49.05,5.34
3136632,QLD,Longman,304.9,287,591.9,51.51,48.49,5.67
3136633,QLD,Longman,324.5,322.4,646.9,50.16,49.84,4.95
3136634,QLD,Longman,117.8,112.8,230.6,51.1,48.9,5.33
3136635,QLD,Longman,115.8,112.1,227.89999999999998,50.82,49.18,4.58
3136636,QLD,Longman,122.2,127.9,250.10000000000002,48.86,51.14,5.6
3136637,QLD,Longman,145.4,143.2,288.6,50.39,49.61,5.58
3136638,QLD,Longman,312.2,301.6,613.8,50.87,49.13,5.55
3136701,QLD,Longman,175.5,141,316.5,55.45,44.55,6
3136702,QLD,Longman,151.3,124.1,275.4,54.94,45.06,5.85
3136703,QLD,Longman,146.6,129.4,276,53.12,46.88,4.85
3136704,QLD,Longman,137.6,113.5,251.1,54.79,45.21,5.72
3136705,QLD,Longman,134.4,113.9,248.3,54.12,45.88,5.38
3136706,QLD,Longman,94.9,83.4,178.3,53.22,46.78,4.95
3136707,QLD,Longman,94.77,81.06,175.82999999999998,53.9,46.1,4.98
3136708,QLD,Longman,161.8,137.6,299.4,54.04,45.96,5.39
3136709,QLD,Longman,161.7,133.1,294.79999999999995,54.84,45.16,5.61
3136710,QLD,Longman,128.6,105.1,233.7,55.03,44.97,5.64
3136801,QLD,Longman,61.36,64.25,125.61,48.85,51.15,5.6
3136802,QLD,Longman,149,149.5,298.5,49.91,50.09,6.79
3136803,QLD,Longman,114.1,115.8,229.89999999999998,49.64,50.36,6.66
3136804,QLD,Longman,122.7,128.8,251.5,48.79,51.21,5.19
3136805,QLD,Longman,63.07,60.29,123.36,51.13,48.87,6.04
3136806,QLD,Longman,119.4,121.9,241.3,49.48,50.52,5.7
3136807,QLD,Longman,131.9,131.4,263.3,50.1,49.9,5.51
3136808,QLD,Longman,186.7,187,373.7,49.96,50.04,6.93
3136809,QLD,Longman,179.6,180.3,359.9,49.9,50.1,6.82
3136810,QLD,Longman,120.3,125.9,246.2,48.85,51.15,6.72
3136811,QLD,Longman,507.5,512.5,1020,49.76,50.24,5.47
3136812,QLD,Longman,195.4,203.1,398.5,49.03,50.97,6.88
3136813,QLD,Longman,366,371.5,737.5,49.63,50.37,6.85
3136814,QLD,Longman,157.1,153.6,310.7,50.57,49.43,6.74
3136901,QLD,Longman,84.47,62.51,146.98,57.47,42.53,2.94
3136902,QLD,Longman,83.63,75.05,158.68,52.7,47.3,3.97
3136903,QLD,Longman,103.7,78.37,182.07,56.96,43.04,3.28
3136904,QLD,Longman,129.9,97.66,227.56,57.08,42.92,3.16
3136905,QLD,Longman,270.4,203.7,474.09999999999997,57.04,42.96,3.28
3136906,QLD,Longman,175.3,170.9,346.20000000000005,50.64,49.36,5.02
3136907,QLD,Longman,307,237.8,544.8,56.35,43.65,3.29
3136908,QLD,Longman,206.7,163.1,369.79999999999995,55.88,44.12,3.57
3137101,QLD,Longman,153.4,110.2,263.6,58.19,41.81,1.28
3137103,QLD,Longman,101.9,76.01,177.91000000000003,57.26,42.74,5.56
3137104,QLD,Longman,204.6,152.4,357,57.32,42.68,5.65
3137105,QLD,Longman,196.4,149.6,346,56.76,43.24,4.62
3137106,QLD,Longman,160.9,121.1,282,57.06,42.94,5.58
3137107,QLD,Longman,330.3,250.8,581.1,56.84,43.16,4.93
3137108,QLD,Longman,291.3,223.8,515.1,56.55,43.45,5.04
3137109,QLD,Longman,20.77,16.17,36.94,56.22,43.78,4.74
3137110,QLD,Longman,190,143.1,333.1,57.03,42.97,5.43
3137111,QLD,Longman,182.5,142,324.5,56.25,43.75,5.47
3137112,QLD,Longman,61.95,46.94,108.89,56.89,43.11,5.54
3137113,QLD,Longman,245.7,174.7,420.4,58.44,41.56,2.37
3137114,QLD,Longman,106.3,81.6,187.89999999999998,56.56,43.44,4.2
3137115,QLD,Longman,111,89.18,200.18,55.45,44.55,5.47
3137116,QLD,Longman,135,105.2,240.2,56.2,43.8,5.23
3137201,QLD,Longman,73.4,64.09,137.49,53.38,46.62,7.21
3137202,QLD,Longman,175.1,156.1,331.2,52.86,47.14,6.84
3137203,QLD,Longman,78.94,68.63,147.57,53.49,46.51,6.89
3137204,QLD,Longman,120.4,103.4,223.8,53.81,46.19,7.12
3137205,QLD,Longman,79.11,67.55,146.66,53.94,46.06,7.36
3137206,QLD,Longman,104.8,86.81,191.61,54.7,45.3,7.9
3137207,QLD,Longman,94.61,79.53,174.14,54.33,45.67,8.06
3137208,QLD,Longman,99.22,84.65,183.87,53.96,46.04,7.46
3137209,QLD,Longman,70.78,62.39,133.17000000000002,53.15,46.85,6.77
3137210,QLD,Longman,191.7,160.7,352.4,54.39,45.61,7.73
3137211,QLD,Longman,112.7,99.7,212.4,53.07,46.93,6.41
3137212,QLD,Longman,225,191.5,416.5,54.02,45.98,7.27
3137213,QLD,Longman,292.1,264.9,557,52.44,47.56,6.85
3137214,QLD,Longman,71.27,60.77,132.04,53.97,46.03,5.37
3137215,QLD,Longman,173.4,149.1,322.5,53.77,46.23,6.26
3137216,QLD,Longman,112.1,93.9,206,54.41,45.59,8.24
3137217,QLD,Longman,142.7,116.5,259.2,55.05,44.95,8.23
3137218,QLD,Longman,90.26,80.02,170.28,53.01,46.99,6.04
3137219,QLD,Longman,159.2,138.5,297.7,53.48,46.52,6.99
3137220,QLD,Longman,116.1,96.73,212.82999999999998,54.55,45.45,8.05
3137221,QLD,Longman,139.3,115.3,254.60000000000002,54.7,45.3,8.02
