SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
3137222,QLD,Longman,68.67,57.55,126.22,54.41,45.59,7.53
3137223,QLD,Longman,140.4,117.8,258.2,54.38,45.62,5.03
3137224,QLD,Longman,129.6,107.4,237,54.68,45.32,4.53
3137225,QLD,Longman,147.9,125.6,273.5,54.08,45.92,7.62
3137226,QLD,Longman,165.7,139.6,305.29999999999995,54.27,45.73,7.63
3137227,QLD,Longman,103.3,88.3,191.6,53.91,46.09,7.59
3137228,QLD,Longman,157,139.3,296.3,53,47,7.18
3137229,QLD,Longman,165,147.8,312.8,52.75,47.25,7.09
3137230,QLD,Longman,146.8,127.1,273.9,53.58,46.42,7.25
3137231,QLD,Longman,79.58,68.87,148.45,53.61,46.39,7.47
3137232,QLD,Longman,249.5,206.3,455.8,54.73,45.27,4.27
3137233,QLD,Longman,90.92,75.28,166.2,54.7,45.3,3.81
3137234,QLD,Longman,158.3,130.6,288.9,54.79,45.21,4.89
3137235,QLD,Longman,122.4,102.1,224.5,54.51,45.49,3.95
3137401,QLD,Longman,95.11,84.62,179.73000000000002,52.92,47.08,4.77
3137402,QLD,Longman,100.4,94.79,195.19,51.43,48.57,5.7
3137403,QLD,Longman,144,131.3,275.3,52.31,47.69,4.94
3137404,QLD,Longman,125.7,106.8,232.5,54.07,45.93,4.68
3137405,QLD,Longman,93.33,83.7,177.03,52.72,47.28,5.4
3137406,QLD,Longman,102.1,92.27,194.37,52.53,47.47,4.7
3137407,QLD,Longman,212.3,199.5,411.8,51.55,48.45,5.68
3137408,QLD,Longman,109.8,102.1,211.89999999999998,51.82,48.18,5.89
3137409,QLD,Longman,118.6,105,223.6,53.04,46.96,5.49
3137410,QLD,Longman,92.82,85.54,178.36,52.04,47.96,4.84
3137411,QLD,Longman,142.4,122.9,265.3,53.68,46.32,4.9
3137412,QLD,Longman,119.7,105.2,224.9,53.22,46.78,4.88
3137413,QLD,Longman,121.3,105.8,227.1,53.41,46.59,4.68
3137414,QLD,Longman,96.69,89.88,186.57,51.83,48.17,4.82
3137415,QLD,Longman,81.72,70.09,151.81,53.83,46.17,4.8
3137501,QLD,Longman,116.1,102.5,218.6,53.1,46.9,5.92
3137502,QLD,Longman,189.7,160.3,350,54.2,45.8,6.69
3137503,QLD,Longman,126.6,108.2,234.8,53.92,46.08,6.34
3137504,QLD,Longman,89.13,75.83,164.95999999999998,54.03,45.97,6.81
3137505,QLD,Longman,164.4,153,317.4,51.79,48.21,3.29
3137506,QLD,Longman,67.81,58.79,126.6,53.56,46.44,6.49
3137507,QLD,Longman,101.5,86.65,188.15,53.94,46.06,6.77
3137509,QLD,Longman,159.9,140.8,300.70000000000005,53.17,46.83,4.59
3137510,QLD,Longman,161,141,302,53.31,46.69,5.47
3137511,QLD,Longman,99.55,90.13,189.68,52.48,47.52,3.91
3137514,QLD,Longman,164.8,143.7,308.5,53.41,46.59,5.24
3137515,QLD,Longman,183.6,169.2,352.79999999999995,52.05,47.95,3.93
3137516,QLD,Longman,121.7,110.6,232.3,52.4,47.6,3.95
3137517,QLD,Longman,144,125.6,269.6,53.42,46.58,5.98
3137518,QLD,Longman,110.2,95.19,205.39,53.66,46.34,6.65
3137519,QLD,Longman,127.3,110.2,237.5,53.6,46.4,6.68
3137520,QLD,Longman,113.9,98.8,212.7,53.56,46.44,6.34
3137521,QLD,Longman,98.69,85.81,184.5,53.49,46.51,6.9
3137522,QLD,Longman,169.4,145.3,314.70000000000005,53.83,46.17,6.81
3137523,QLD,Longman,218.1,188.3,406.4,53.67,46.33,6.74
3137524,QLD,Longman,124.3,106,230.3,53.97,46.03,6.76
3137526,QLD,Longman,131.2,114.7,245.89999999999998,53.37,46.63,5.72
3137527,QLD,Longman,89.29,75.11,164.4,54.31,45.69,7.09
3137528,QLD,Longman,147.3,135.4,282.70000000000005,52.11,47.89,4.3
3137529,QLD,Longman,200.2,170.2,370.4,54.06,45.94,7.15
3137530,QLD,Longman,152,128.9,280.9,54.12,45.88,6.83
3137531,QLD,Longman,299.9,254.5,554.4,54.09,45.91,6.63
3137533,QLD,Longman,90.44,76.18,166.62,54.28,45.72,6.98
3137534,QLD,Longman,87.96,76.97,164.93,53.33,46.67,6.21
3137535,QLD,Longman,73.93,64.93,138.86,53.24,46.76,7.07
3137536,QLD,Longman,84.8,71.11,155.91,54.39,45.61,7.23
3137537,QLD,Longman,144.6,123.7,268.3,53.91,46.09,6.71
3137538,QLD,Longman,126.6,116.3,242.89999999999998,52.11,47.89,4.92
3137539,QLD,Longman,159.8,144.7,304.5,52.48,47.52,4.37
3137540,QLD,Longman,71.77,61.79,133.56,53.74,46.26,6.84
3137541,QLD,Longman,109.2,91.93,201.13,54.29,45.71,7.25
3137542,QLD,Longman,516.8,463.1,979.9,52.74,47.26,5.53
3137543,QLD,Longman,132.4,113,245.4,53.95,46.05,6.86
3137544,QLD,Longman,173.8,148.4,322.20000000000005,53.93,46.07,6.64
3137545,QLD,Longman,126.5,107.3,233.8,54.09,45.91,6.85
3137602,QLD,Longman,149.1,132.5,281.6,52.95,47.05,4.77
3137603,QLD,Longman,166.1,137.6,303.7,54.69,45.31,3.17
3137604,QLD,Longman,148.8,120.4,269.20000000000005,55.28,44.72,2.12
3137605,QLD,Longman,103.3,83.05,186.35,55.43,44.57,2.42
3137606,QLD,Longman,159.5,149.5,309,51.61,48.39,5.88
3137607,QLD,Longman,105.1,99.52,204.62,51.36,48.64,5.52
3137608,QLD,Longman,122.5,109.2,231.7,52.87,47.13,5.88
3137609,QLD,Longman,98.05,86.68,184.73000000000002,53.08,46.92,4.58
3138807,QLD,Longman,104.4,109,213.4,48.94,51.06,3.26
3138808,QLD,Longman,154.5,162.6,317.1,48.73,51.27,2.83
3138809,QLD,Longman,225.2,231.5,456.7,49.3,50.7,2.91
3138810,QLD,Longman,145.9,151.2,297.1,49.1,50.9,2.91
3138811,QLD,Longman,84.32,84.8,169.12,49.86,50.14,3.23
3138812,QLD,Longman,73.88,76.69,150.57,49.07,50.93,2.88
3138814,QLD,Longman,114.6,122.6,237.2,48.31,51.69,2.77
3138818,QLD,Longman,84.93,87.26,172.19,49.32,50.68,3.27
3138819,QLD,Longman,155.4,159.1,314.5,49.41,50.59,3.07
3138820,QLD,Longman,87.08,91.3,178.38,48.82,51.18,2.74
3138821,QLD,Longman,155.7,165.8,321.5,48.43,51.57,2.83
3138822,QLD,Longman,65.82,67.98,133.8,49.19,50.81,2.88
3138823,QLD,Longman,80.06,83.65,163.71,48.9,51.1,2.77
3138824,QLD,Longman,388.5,399.5,788,49.3,50.7,2.62
3138842,QLD,Longman,82.5,86.93,169.43,48.69,51.31,2.65
3138843,QLD,Longman,84.98,90.85,175.82999999999998,48.33,51.67,2.44
3138844,QLD,Longman,251.6,271.7,523.3,48.08,51.92,2.52
3138846,QLD,Longman,83.59,91.86,175.45,47.64,52.36,2.53
3138847,QLD,Longman,58.52,62.34,120.86000000000001,48.42,51.58,2.1
3138848,QLD,Longman,64.01,70.47,134.48000000000002,47.6,52.4,2.46
3138850,QLD,Longman,381,397.8,778.8,48.93,51.07,2.46
3138851,QLD,Longman,83.58,88.69,172.26999999999998,48.52,51.48,2.95
3138852,QLD,Longman,244.3,247.4,491.70000000000005,49.68,50.32,2.66
3138854,QLD,Longman,142.2,148.5,290.7,48.91,51.09,2.77
1111001,NSW,Lyne,81.87,49.32,131.19,62.41,37.59,10.59
1111002,NSW,Lyne,226.2,134.6,360.79999999999995,62.7,37.3,11.44
1111003,NSW,Lyne,128.2,76.84,205.04,62.53,37.47,10.83
1111004,NSW,Lyne,89.93,53.58,143.51,62.66,37.34,5.21
1111005,NSW,Lyne,108.3,66.77,175.07,61.86,38.14,5.2
1111006,NSW,Lyne,142.7,87.95,230.64999999999998,61.87,38.13,5.42
1111007,NSW,Lyne,214.3,131.7,346,61.93,38.07,5.62
1111008,NSW,Lyne,95.59,58.13,153.72,62.18,37.82,5.31
1111009,NSW,Lyne,154.8,95.07,249.87,61.95,38.05,5.36
1111010,NSW,Lyne,92.99,56.32,149.31,62.28,37.72,5.1
1111011,NSW,Lyne,226,147.9,373.9,60.45,39.55,6.37
1111012,NSW,Lyne,143.1,84.88,227.98,62.77,37.23,5.99
1111013,NSW,Lyne,151.1,83.79,234.89,64.32,35.68,4.07
1111014,NSW,Lyne,108.7,56.39,165.09,65.84,34.16,1.15
1111015,NSW,Lyne,95.66,59.79,155.45,61.54,38.46,5.22
1111016,NSW,Lyne,99.02,54.15,153.17,64.65,35.35,1.56
1111017,NSW,Lyne,104.7,62.52,167.22,62.62,37.38,5.68
1111018,NSW,Lyne,115.5,69.39,184.89,62.46,37.54,4.67
1111019,NSW,Lyne,137.8,83.44,221.24,62.28,37.72,6.63
1111020,NSW,Lyne,170.8,92.33,263.13,64.9,35.1,3.57
1111021,NSW,Lyne,220,132,352,62.5,37.5,10.64
1111022,NSW,Lyne,129.6,66.49,196.08999999999997,66.09,33.91,1.05
1111023,NSW,Lyne,147,98.14,245.14,59.97,40.03,6.76
1111024,NSW,Lyne,136.1,81.67,217.76999999999998,62.5,37.5,11.16
1111025,NSW,Lyne,114.3,69.74,184.04,62.1,37.9,10.08
1111026,NSW,Lyne,121.2,71.9,193.10000000000002,62.76,37.24,9.12
1111027,NSW,Lyne,294.5,167.5,462,63.75,36.25,6.91
1111601,NSW,Lyne,177.5,128.3,305.8,58.06,41.94,3.19
1111602,NSW,Lyne,189.5,136.3,325.8,58.16,41.84,1.26
1111603,NSW,Lyne,105.6,78.17,183.76999999999998,57.47,42.53,1.11
1111604,NSW,Lyne,217.7,157.5,375.2,58.02,41.98,2.38
1111605,NSW,Lyne,177.8,127,304.8,58.34,41.66,2.02
1111606,NSW,Lyne,347,249.8,596.8,58.15,41.85,1.14
1111607,NSW,Lyne,69.07,59.58,128.64999999999998,53.69,46.31,-1.55
1111608,NSW,Lyne,139.7,126.5,266.2,52.49,47.51,-2.28
1111609,NSW,Lyne,103.1,90.32,193.42,53.29,46.71,-1.92
1111610,NSW,Lyne,167,145.5,312.5,53.44,46.56,-1.89
1111611,NSW,Lyne,86.32,62.28,148.6,58.09,41.91,3.39
1111612,NSW,Lyne,330.7,235.7,566.4,58.38,41.62,3.11
1111613,NSW,Lyne,197,140.7,337.7,58.33,41.67,1.08
1111614,NSW,Lyne,204.3,149.1,353.4,57.82,42.18,0.8
1111615,NSW,Lyne,195.1,143.9,339,57.56,42.44,1.79
1111616,NSW,Lyne,246.5,178.8,425.3,57.96,42.04,2.21
1111706,NSW,Lyne,123,87.6,210.6,58.41,41.59,0.71
1111707,NSW,Lyne,71.23,49.12,120.35,59.19,40.81,1.74
1112301,NSW,Lyne,99.23,70.2,169.43,58.57,41.43,-0.95
1112302,NSW,Lyne,116.1,80.4,196.5,59.08,40.92,-0.42
1112303,NSW,Lyne,169.5,108.2,277.7,61.02,38.98,3.28
1112304,NSW,Lyne,169.7,103.6,273.29999999999995,62.08,37.92,5.02
1112305,NSW,Lyne,206,125.3,331.3,62.17,37.83,4.94
1112306,NSW,Lyne,73.31,46.57,119.88,61.15,38.85,3.28
1112307,NSW,Lyne,100.9,63.22,164.12,61.48,38.52,3.42
1112308,NSW,Lyne,182.3,118.9,301.20000000000005,60.54,39.46,3.26
1112309,NSW,Lyne,159,94.41,253.41,62.74,37.26,5.38
1112310,NSW,Lyne,232.2,162.3,394.5,58.87,41.13,-0.81
1112311,NSW,Lyne,149.9,96.67,246.57,60.79,39.21,3.32
1112312,NSW,Lyne,141.2,88.85,230.04999999999998,61.38,38.62,3.75
1112313,NSW,Lyne,168.6,109,277.6,60.72,39.28,3.27
1112314,NSW,Lyne,141.9,88.07,229.97,61.7,38.3,3.99
1112315,NSW,Lyne,123.7,74.85,198.55,62.3,37.7,5.22
1112401,NSW,Lyne,409.1,208.1,617.2,66.28,33.72,4.18
1112402,NSW,Lyne,113,65.12,178.12,63.44,36.56,3.53
1112403,NSW,Lyne,282.1,145.2,427.3,66.03,33.97,4.26
1112404,NSW,Lyne,184,94.75,278.75,66,34,3.99
1112405,NSW,Lyne,319.6,160.7,480.3,66.54,33.46,4.22
1112406,NSW,Lyne,148.5,75.93,224.43,66.16,33.84,4.23
1112407,NSW,Lyne,113.1,56.94,170.04,66.52,33.48,4.33
1112408,NSW,Lyne,137.5,70.03,207.53,66.26,33.74,4.39
1112409,NSW,Lyne,115,67.58,182.57999999999998,62.99,37.01,1.97
1112410,NSW,Lyne,219.8,128,347.8,63.19,36.81,1.86
1112411,NSW,Lyne,224.3,133.6,357.9,62.68,37.32,1.88
1112412,NSW,Lyne,128.9,68.5,197.4,65.3,34.7,3.96
1112413,NSW,Lyne,201.7,129.7,331.4,60.88,39.12,2.01
1112414,NSW,Lyne,30.92,17.25,48.17,64.18,35.82,3.96
1112501,NSW,Lyne,74.52,59.42,133.94,55.64,44.36,5.94
1112502,NSW,Lyne,204.6,157.8,362.4,56.46,43.54,5.9
1112510,NSW,Lyne,114.6,82.04,196.64,58.27,41.73,5.3
1112511,NSW,Lyne,6.31,4.46,10.77,58.61,41.39,3.79
1112514,NSW,Lyne,22.09,18.4,40.489999999999995,54.55,45.45,6.19
1112515,NSW,Lyne,163.8,127.1,290.9,56.3,43.7,5.85
1115101,NSW,Lyne,271.8,149.4,421.20000000000005,64.54,35.46,7.36
1115102,NSW,Lyne,87.87,42.34,130.21,67.48,32.52,1.84
1115103,NSW,Lyne,128.8,75.13,203.93,63.16,36.84,1.92
1115104,NSW,Lyne,150.6,94.97,245.57,61.33,38.67,-0.89
1115105,NSW,Lyne,165.6,98.01,263.61,62.82,37.18,5.54
1115106,NSW,Lyne,68.1,42.37,110.47,61.65,38.35,4.42
1115107,NSW,Lyne,86.55,55.39,141.94,60.98,39.02,3.34
1115108,NSW,Lyne,167.8,94.34,262.14,64.01,35.99,7.79
1115109,NSW,Lyne,120.7,64.72,185.42000000000002,65.1,34.9,4.27
1115110,NSW,Lyne,168.8,102.8,271.6,62.14,37.86,4.33
1115111,NSW,Lyne,277.3,177.7,455,60.95,39.05,-2.32
1115112,NSW,Lyne,207.5,113.6,321.1,64.62,35.38,7.39
1115114,NSW,Lyne,109.8,68.01,177.81,61.76,38.24,4.97
1115201,NSW,Lyne,319.6,167.6,487.20000000000005,65.59,34.41,2.87
1115202,NSW,Lyne,150.8,80.98,231.78000000000003,65.07,34.93,2.36
1115203,NSW,Lyne,149.6,80.78,230.38,64.94,35.06,3.15
1115204,NSW,Lyne,252,129.4,381.4,66.08,33.92,3.51
1115205,NSW,Lyne,197.7,104,301.7,65.54,34.46,3.9
1115206,NSW,Lyne,208,111.6,319.6,65.07,34.93,3.72
1115207,NSW,Lyne,122.7,67.86,190.56,64.39,35.61,2.29
1115208,NSW,Lyne,244.5,131.1,375.6,65.1,34.9,3.9
1115209,NSW,Lyne,120.5,64.04,184.54000000000002,65.31,34.69,3.31
1115210,NSW,Lyne,213.1,114.7,327.8,65.02,34.98,3.14
1115211,NSW,Lyne,217.8,113.6,331.4,65.72,34.28,2.49
1115212,NSW,Lyne,172.8,94.18,266.98,64.73,35.27,1.68
1115213,NSW,Lyne,160.1,84.53,244.63,65.44,34.56,2.29
1115214,NSW,Lyne,307.9,156.2,464.09999999999997,66.35,33.65,2.28
1115215,NSW,Lyne,1.72,0.98,2.7,63.72,36.28,5.65
1115216,NSW,Lyne,181.7,94.96,276.65999999999997,65.68,34.32,2.97
1115217,NSW,Lyne,156.8,81.73,238.53000000000003,65.73,34.27,2.33
1115218,NSW,Lyne,357.6,184.7,542.3,65.94,34.06,2.92
1115219,NSW,Lyne,197.9,104.9,302.8,65.36,34.64,2.84
1115220,NSW,Lyne,109.4,58.06,167.46,65.32,34.68,2.76
1115221,NSW,Lyne,285.8,146.6,432.4,66.1,33.9,2.38
1115222,NSW,Lyne,148.9,78.58,227.48000000000002,65.45,34.55,2.24
1115224,NSW,Lyne,26.51,14.16,40.67,65.19,34.81,3.02
1115225,NSW,Lyne,173.2,95.91,269.11,64.36,35.64,2.36
1115226,NSW,Lyne,150.1,80.51,230.61,65.09,34.91,2.7
1115227,NSW,Lyne,198.9,98.49,297.39,66.88,33.12,2.55
1115228,NSW,Lyne,214.2,111,325.2,65.86,34.14,2.25
1115229,NSW,Lyne,159.4,81.47,240.87,66.18,33.82,2.47
1115230,NSW,Lyne,181,93.33,274.33,65.98,34.02,2.56
1115231,NSW,Lyne,228.3,116.8,345.1,66.15,33.85,2.32
1115232,NSW,Lyne,164,82.84,246.84,66.45,33.55,2.54
1115233,NSW,Lyne,257.5,136.1,393.6,65.43,34.57,2.34
1115234,NSW,Lyne,103.5,53.83,157.32999999999998,65.78,34.22,1.99
1115235,NSW,Lyne,178.6,93.46,272.06,65.64,34.36,2.21
1115236,NSW,Lyne,114.3,58.79,173.09,66.03,33.97,2.5
1115301,NSW,Lyne,179.5,87.83,267.33,67.14,32.86,3.21
1115302,NSW,Lyne,73.44,49.85,123.28999999999999,59.57,40.43,2.71
1115303,NSW,Lyne,274.2,137.8,412,66.55,33.45,1.51
1115304,NSW,Lyne,277.5,138.5,416,66.71,33.29,2.38
1115305,NSW,Lyne,91.47,63.38,154.85,59.07,40.93,5.06
1115306,NSW,Lyne,134.8,94.51,229.31,58.78,41.22,4.74
1115307,NSW,Lyne,226.9,152.9,379.8,59.75,40.25,3.3
1115308,NSW,Lyne,94.03,65.76,159.79000000000002,58.85,41.15,1.56
1115309,NSW,Lyne,98.04,64.43,162.47000000000003,60.35,39.65,3.19
1115310,NSW,Lyne,93.09,54.81,147.9,62.94,37.06,1.32
1115311,NSW,Lyne,192.3,113.6,305.9,62.86,37.14,-0.27
1115312,NSW,Lyne,116.4,76.71,193.11,60.28,39.72,4.23
1115313,NSW,Lyne,223.8,114.9,338.70000000000005,66.08,33.92,1.79
1115314,NSW,Lyne,94.9,64.79,159.69,59.43,40.57,3.48
1115315,NSW,Lyne,214.9,136.4,351.3,61.17,38.83,3.22
1115316,NSW,Lyne,277.1,184.3,461.40000000000003,60.06,39.94,3.32
1115401,NSW,Lyne,240.9,119.5,360.4,66.84,33.16,3.26
1115403,NSW,Lyne,4.24,2.13,6.37,66.61,33.39,3.64
1115404,NSW,Lyne,126.7,63.17,189.87,66.73,33.27,3.62
1115405,NSW,Lyne,348.8,168.4,517.2,67.44,32.56,3.53
1115406,NSW,Lyne,152.9,79.06,231.96,65.91,34.09,3.44
1115407,NSW,Lyne,115.1,58.55,173.64999999999998,66.28,33.72,3.81
1115408,NSW,Lyne,231.3,113.3,344.6,67.13,32.87,3.51
1115409,NSW,Lyne,113.1,57.37,170.47,66.34,33.66,3.27
1115410,NSW,Lyne,166.4,83.54,249.94,66.57,33.43,3.56
1115411,NSW,Lyne,167.6,82.48,250.07999999999998,67.02,32.98,3.66
1115412,NSW,Lyne,188.6,92.11,280.71,67.19,32.81,3.58
1115413,NSW,Lyne,342.9,167.8,510.7,67.14,32.86,3.48
1115414,NSW,Lyne,189,96.48,285.48,66.2,33.8,3.8
1115415,NSW,Lyne,155.9,77.47,233.37,66.8,33.2,3.5
1115416,NSW,Lyne,171.2,86.82,258.02,66.35,33.65,3.47
1115417,NSW,Lyne,5.75,3.26,9.01,63.84,36.16,3.85
1115418,NSW,Lyne,120.3,59.56,179.86,66.89,33.11,3.62
1115419,NSW,Lyne,140.9,70.84,211.74,66.55,33.45,3.54
1116201,NSW,Lyne,176.6,86.27,262.87,67.18,32.82,1.57
1116202,NSW,Lyne,94.53,45.15,139.68,67.68,32.32,5.23
1116203,NSW,Lyne,163.6,80.45,244.05,67.04,32.96,1.02
1116204,NSW,Lyne,289,139.4,428.4,67.45,32.55,5.85
1116205,NSW,Lyne,104.6,51.68,156.28,66.93,33.07,1.78
1116206,NSW,Lyne,215.6,105.4,321,67.17,32.83,1.32
1116207,NSW,Lyne,144.6,70.84,215.44,67.11,32.89,1.76
1116208,NSW,Lyne,136.1,70.82,206.92,65.77,34.23,5.67
1116209,NSW,Lyne,116.9,59.27,176.17000000000002,66.35,33.65,2.74
1116210,NSW,Lyne,253.2,121.5,374.7,67.57,32.43,1.37
1116211,NSW,Lyne,164,81.88,245.88,66.7,33.3,2.93
1116212,NSW,Lyne,98.36,48.94,147.3,66.78,33.22,5.37
1116213,NSW,Lyne,120.8,62.38,183.18,65.94,34.06,5.49
1116214,NSW,Lyne,113.9,56.28,170.18,66.92,33.08,3.35
1116215,NSW,Lyne,157.3,71.77,229.07,68.66,31.34,7.88
1116216,NSW,Lyne,304.9,145.9,450.79999999999995,67.64,32.36,2.12
1116217,NSW,Lyne,197.3,94.44,291.74,67.63,32.37,3.73
1116218,NSW,Lyne,276.2,133.1,409.29999999999995,67.47,32.53,5.39
1116219,NSW,Lyne,155.7,58.58,214.27999999999997,72.66,27.34,5.72
1116220,NSW,Lyne,163.4,80.62,244.02,66.96,33.04,4.09
1116221,NSW,Lyne,105.1,51.27,156.37,67.21,32.79,5.29
1116222,NSW,Lyne,130.4,70.29,200.69,64.98,35.02,4.98
1116223,NSW,Lyne,158.1,76.11,234.20999999999998,67.5,32.5,1.15
1116224,NSW,Lyne,162.9,85.73,248.63,65.52,34.48,5.31
1116225,NSW,Lyne,144,73.85,217.85,66.1,33.9,5.87
1116226,NSW,Lyne,7.69,4.21,11.9,64.64,35.36,4.23
1116227,NSW,Lyne,119.3,67.21,186.51,63.96,36.04,4.4
1116228,NSW,Lyne,129.2,68.53,197.73,65.34,34.66,5.09
1116229,NSW,Lyne,263.8,127,390.8,67.5,32.5,6.27
1116230,NSW,Lyne,205.6,99.84,305.44,67.31,32.69,6.66
1116231,NSW,Lyne,170.2,82.72,252.92,67.29,32.71,5.26
1116232,NSW,Lyne,239,121.9,360.9,66.22,33.78,5.9
1116233,NSW,Lyne,77.04,38.13,115.17000000000002,66.9,33.1,2.22
1116234,NSW,Lyne,153.2,75.74,228.94,66.92,33.08,2.15
1116235,NSW,Lyne,112.4,54.31,166.71,67.43,32.57,6.91
1116236,NSW,Lyne,179,84.96,263.96,67.82,32.18,6.58
1116237,NSW,Lyne,259.3,124.9,384.20000000000005,67.5,32.5,6.18
1116238,NSW,Lyne,59.7,32.01,91.71000000000001,65.09,34.91,5.94
1116239,NSW,Lyne,187.1,103.8,290.9,64.31,35.69,4.87
1116241,NSW,Lyne,152.1,79.93,232.03,65.56,34.44,5.09
1116242,NSW,Lyne,196.2,100.5,296.7,66.11,33.89,5.55
1116243,NSW,Lyne,190.2,94.28,284.48,66.86,33.14,5.45
1116244,NSW,Lyne,458,222.9,680.9,67.26,32.74,5.99
1116245,NSW,Lyne,108,52.72,160.72,67.2,32.8,5.69
1116246,NSW,Lyne,161.7,79.9,241.6,66.93,33.07,5.6
1116247,NSW,Lyne,253.5,123.3,376.8,67.28,32.72,5.85
1116248,NSW,Lyne,182.6,90.79,273.39,66.79,33.21,4.86
1116249,NSW,Lyne,352.3,182.3,534.6,65.9,34.1,5.73
1116251,NSW,Lyne,67.2,37.08,104.28,64.44,35.56,5.16
1116507,NSW,Lyne,220.8,73.47,294.27,75.04,24.96,4.22
1116508,NSW,Lyne,58.68,27.67,86.35,67.95,32.05,4.7
1116509,NSW,Lyne,241.3,103.6,344.9,69.96,30.04,4.03
1116510,NSW,Lyne,91.56,37.74,129.3,70.81,29.19,5.9
1116511,NSW,Lyne,131.4,56.17,187.57,70.06,29.94,6.8
1116512,NSW,Lyne,151.9,60.06,211.96,71.66,28.34,5.2
1116513,NSW,Lyne,173.5,61.56,235.06,73.81,26.19,6.23
1116514,NSW,Lyne,190.6,73.49,264.09,72.17,27.83,8.25
1116515,NSW,Lyne,184.7,65.01,249.70999999999998,73.97,26.03,5.89
1116516,NSW,Lyne,235.2,68.51,303.71,77.44,22.56,6.43
1116601,NSW,Lyne,98.16,38.98,137.14,71.58,28.42,6.81
1116602,NSW,Lyne,175.8,75.48,251.28000000000003,69.96,30.04,5.92
1116603,NSW,Lyne,136.8,56.87,193.67000000000002,70.64,29.36,7.62
1116604,NSW,Lyne,192,78.85,270.85,70.89,29.11,7.72
1116605,NSW,Lyne,200.4,81.82,282.22,71.01,28.99,7.43
1116606,NSW,Lyne,189.3,77.26,266.56,71.01,28.99,8.13
1116607,NSW,Lyne,201.9,80.9,282.8,71.4,28.6,8.74
1116608,NSW,Lyne,182.9,72.09,254.99,71.72,28.28,6.87
1116609,NSW,Lyne,177.3,71.37,248.67000000000002,71.31,28.69,7.38
1116610,NSW,Lyne,122.8,49.4,172.2,71.32,28.68,6.31
1116611,NSW,Lyne,236.8,94.87,331.67,71.4,28.6,6.47
1116612,NSW,Lyne,330.1,133.7,463.8,71.17,28.83,7.85
1116613,NSW,Lyne,105.8,42.96,148.76,71.12,28.88,5.92
1116614,NSW,Lyne,288.4,122.5,410.9,70.19,29.81,3.71
1116615,NSW,Lyne,188.6,81.6,270.2,69.8,30.2,5.21
1116616,NSW,Lyne,132,57.94,189.94,69.5,30.5,3.96
1116617,NSW,Lyne,89.57,35.73,125.29999999999998,71.48,28.52,8.12
1116618,NSW,Lyne,257.3,105.4,362.70000000000005,70.93,29.07,7.56
1116619,NSW,Lyne,327.4,121.1,448.5,73,27,3.56
1116620,NSW,Lyne,284.2,111,395.2,71.91,28.09,5
1116621,NSW,Lyne,231.9,88.78,320.68,72.31,27.69,3.92
1116622,NSW,Lyne,198.7,90.91,289.61,68.61,31.39,4.19
1116623,NSW,Lyne,113.1,48.26,161.35999999999999,70.09,29.91,4.51
1116624,NSW,Lyne,153.5,58.6,212.1,72.37,27.63,7.97
1116625,NSW,Lyne,128.1,50.97,179.07,71.53,28.47,7.4
1116626,NSW,Lyne,188.6,77.47,266.07,70.88,29.12,7.14
1116627,NSW,Lyne,146.7,72.82,219.51999999999998,66.83,33.17,2.92
1116628,NSW,Lyne,91.93,37.59,129.52,70.98,29.02,6.76
1116629,NSW,Lyne,158.6,68.52,227.12,69.84,30.16,6.77
1116701,NSW,Lyne,144.9,69.23,214.13,67.66,32.34,0.23
1116702,NSW,Lyne,187.9,88.95,276.85,67.88,32.12,0.17
1116703,NSW,Lyne,146,69.61,215.61,67.71,32.29,0.23
1116704,NSW,Lyne,111.2,52.56,163.76,67.9,32.1,0.27
1116705,NSW,Lyne,120.9,56.49,177.39000000000001,68.16,31.84,-0.31
1116706,NSW,Lyne,131.3,61.74,193.04000000000002,68.01,31.99,0.33
1116707,NSW,Lyne,11.46,5.06,16.52,69.35,30.65,0.24
1116708,NSW,Lyne,279.4,130,409.4,68.24,31.76,0.29
1116709,NSW,Lyne,125.7,53.82,179.52,70.02,29.98,2.54
1116710,NSW,Lyne,125.7,57.43,183.13,68.64,31.36,0.55
1116711,NSW,Lyne,170.3,82.39,252.69,67.4,32.6,0.6
1116712,NSW,Lyne,80.1,39.25,119.35,67.12,32.88,0.75
1116713,NSW,Lyne,247.8,113,360.8,68.68,31.32,-0.81
1116714,NSW,Lyne,254.9,123.7,378.6,67.33,32.67,0.37
1116715,NSW,Lyne,224.8,105,329.8,68.16,31.84,-0.49
1116801,NSW,Lyne,255.9,153.4,409.3,62.53,37.47,1.64
1116802,NSW,Lyne,118.2,58.01,176.21,67.08,32.92,3.54
1116803,NSW,Lyne,228.2,115.6,343.79999999999995,66.38,33.62,3.23
1116804,NSW,Lyne,127.3,68.18,195.48000000000002,65.13,34.87,3.22
1116805,NSW,Lyne,300.7,173.9,474.6,63.36,36.64,3.37
1116806,NSW,Lyne,278.2,160.4,438.6,63.42,36.58,3.32
1116807,NSW,Lyne,100.4,61.94,162.34,61.85,38.15,3.03
1116808,NSW,Lyne,169.9,102.5,272.4,62.37,37.63,3.09
1116809,NSW,Lyne,276.7,139.2,415.9,66.54,33.46,2.24
