SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing
11427,4104.440941,2682.377383,6786.818324,60.48,39.52,62.85,-2.37
11428,9317.176716,4750.633866,14067.810582,66.23,33.77,68.44,-2.21
11429,5499.651207,5620.199117,11119.850323999999,49.46,50.54,56.51,-7.05
11430,4593.648508,4364.760159,8958.408667,51.28,48.72,57.87,-6.59
11431,8617.387152,4901.241377,13518.628529,63.74,36.26,66.35,-2.61
11432,1547.759234,662.588583,2210.347817,70.02,29.98,72.13,-2.11
11433,5113.283059,2463.601805,7576.884864,67.49,32.51,65.39,2.1
11434,7512.002318,4466.9559,11978.958218,62.71,37.29,59.84,2.87
11435,9328.123781,6544.37974,15872.503521,58.77,41.23,54.86,3.91
11436,3552.783036,6195.875132,9748.658168,36.44,63.56,36.91,-0.47
11437,3501.25079,5906.299564,9407.550353999999,37.22,62.78,39.38,-2.16
11438,3699.583572,6220.383728,9919.9673,37.29,62.71,39.16,-1.87
11440,4305.296424,6354.935817,10660.232241,40.39,59.61,42.92,-2.53
11441,3384.875055,5320.206516,8705.081571,38.88,61.12,40.15,-1.27
11442,4236.972461,6458.500412,10695.472873,39.61,60.39,38.01,1.6
11443,3335.065888,6615.408141,9950.474029,33.52,66.48,35.22,-1.7
11444,4314.102582,6609.52632,10923.628902,39.49,60.51,39.9,-0.41
11445,1970.743779,1213.406783,3184.150562,61.89,38.11,58.62,3.27
11446,3575.662197,2007.357204,5583.019401,64.05,35.95,62.2,1.85
11447,5788.282691,3630.523239,9418.80593,61.45,38.55,58.11,3.34
11448,3767.087102,1567.111805,5334.198907,70.62,29.38,67.49,3.13
11449,1078.938373,2409.428433,3488.366806,30.93,69.07,32.39,-1.46
11450,5444.515464,6337.565174,11782.080638,46.21,53.79,44.47,1.74
11451,8.09632044,7.005411794,15.101732234,53.61,46.39,54.86,-1.25
11452,2414.40499,5605.737069,8020.142059,30.1,69.9,31.35,-1.25
11453,2427.81647,4566.860865,6994.677335,34.71,65.29,34.37,0.34
11454,5916.395087,7779.018304,13695.413391,43.2,56.8,42.6,0.6
11455,1230.039417,2494.008441,3724.047858,33.03,66.97,34.99,-1.96
11456,0.720108696,0.247282609,0.967391305,74.44,25.56,74.79,-0.35
11457,4343.967613,3936.144206,8280.111819,52.46,47.54,45.94,6.52
11458,7517.100424,5629.195877,13146.296301,57.18,42.82,50.01,7.17
11459,4726.212742,3242.337056,7968.549798,59.31,40.69,52.89,6.42
11460,6537.07321,4567.221934,11104.295144,58.87,41.13,52.45,6.42
11461,5040.311975,4055.485748,9095.797723,55.41,44.59,47.7,7.71
11462,4914.398997,4497.558899,9411.957896,52.21,47.79,44.6,7.61
11463,3506.307177,1717.852103,5224.15928,67.12,32.88,60.1,7.02
11464,3589.249225,3319.612773,6908.861998,51.95,48.05,46.21,5.74
11465,1864.581313,872.5779631,2737.1592761,68.12,31.88,62.84,5.28
11466,4736.040673,3126.414402,7862.455075,60.24,39.76,57.18,3.06
11467,4911.290693,3407.237141,8318.527834,59.04,40.96,54.48,4.56
